id,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
1211,Dadra & Nagar Haveli & Daman & Diu,2022,3,Merchant payments,3777156,1705567002.0586467
1212,Dadra & Nagar Haveli & Daman & Diu,2022,3,Peer-to-peer payments,2086741,5382949597.510585
1213,Dadra & Nagar Haveli & Daman & Diu,2022,3,Recharge & bill payments,592431,425206924.5270094
1214,Dadra & Nagar Haveli & Daman & Diu,2022,3,Financial Services,2237,3194409.939898855
1215,Dadra & Nagar Haveli & Daman & Diu,2022,3,Others,7056,3729425.46329771
1216,Dadra & Nagar Haveli & Daman & Diu,2022,4,Merchant payments,4415771,1889046056.1988354
1217,Dadra & Nagar Haveli & Daman & Diu,2022,4,Peer-to-peer payments,2215052,5737539058.403507
1218,Dadra & Nagar Haveli & Daman & Diu,2022,4,Recharge & bill payments,548795,426040023.1105018
1219,Dadra & Nagar Haveli & Daman & Diu,2022,4,Financial Services,2495,3169199.262533775
1220,Dadra & Nagar Haveli & Daman & Diu,2022,4,Others,7472,3846409.1057498828
1221,Dadra & Nagar Haveli & Daman & Diu,2023,1,Merchant payments,7184933,2778820380.0
1222,Dadra & Nagar Haveli & Daman & Diu,2023,1,Peer-to-peer payments,3623830,9079653826.0
1223,Dadra & Nagar Haveli & Daman & Diu,2023,1,Recharge & bill payments,979503,746971431.0
1224,Dadra & Nagar Haveli & Daman & Diu,2023,1,Financial Services,3546,2855684.0
1225,Dadra & Nagar Haveli & Daman & Diu,2023,1,Others,12173,5789879.0
1226,Dadra & Nagar Haveli & Daman & Diu,2023,2,Merchant payments,8331573,3135694669.0
1227,Dadra & Nagar Haveli & Daman & Diu,2023,2,Peer-to-peer payments,3962990,9804533561.0
1228,Dadra & Nagar Haveli & Daman & Diu,2023,2,Recharge & bill payments,1046280,800283519.0
1229,Dadra & Nagar Haveli & Daman & Diu,2023,2,Financial Services,3985,4431276.0
1230,Dadra & Nagar Haveli & Daman & Diu,2023,2,Others,12287,5595163.0
1231,Dadra & Nagar Haveli & Daman & Diu,2023,3,Merchant payments,9582597,3564710651.0
1232,Dadra & Nagar Haveli & Daman & Diu,2023,3,Peer-to-peer payments,4630867,10642329946.0
1233,Dadra & Nagar Haveli & Daman & Diu,2023,3,Recharge & bill payments,1139193,878917740.0
1234,Dadra & Nagar Haveli & Daman & Diu,2023,3,Financial Services,5572,5268269.0
1235,Dadra & Nagar Haveli & Daman & Diu,2023,3,Others,12099,4839857.0
1236,Dadra & Nagar Haveli & Daman & Diu,2023,4,Merchant payments,11765508,4318758826.0
1237,Dadra & Nagar Haveli & Daman & Diu,2023,4,Peer-to-peer payments,5347152,12234383845.0
1238,Dadra & Nagar Haveli & Daman & Diu,2023,4,Recharge & bill payments,1169931,991997355.0
1239,Dadra & Nagar Haveli & Daman & Diu,2023,4,Financial Services,5597,7765262.0
1240,Dadra & Nagar Haveli & Daman & Diu,2023,4,Others,14185,5154679.0
1241,Dadra & Nagar Haveli & Daman & Diu,2024,1,Merchant payments,13631073,4791513247.0
1242,Dadra & Nagar Haveli & Daman & Diu,2024,1,Peer-to-peer payments,6113627,13576602170.0
1243,Dadra & Nagar Haveli & Daman & Diu,2024,1,Recharge & bill payments,1353851,1135863865.0
1244,Dadra & Nagar Haveli & Daman & Diu,2024,1,Financial Services,6748,10924778.0
1245,Dadra & Nagar Haveli & Daman & Diu,2024,1,Others,9710,4292265.0
1246,Dadra & Nagar Haveli & Daman & Diu,2024,2,Merchant payments,15510300,5152049102.0
1247,Dadra & Nagar Haveli & Daman & Diu,2024,2,Peer-to-peer payments,6493955,14085735502.0
1248,Dadra & Nagar Haveli & Daman & Diu,2024,2,Recharge & bill payments,1370838,1073613414.0
1249,Dadra & Nagar Haveli & Daman & Diu,2024,2,Financial Services,7715,10300178.0
1250,Dadra & Nagar Haveli & Daman & Diu,2024,2,Others,10307,7294515.0
1251,Dadra & Nagar Haveli & Daman & Diu,2024,3,Merchant payments,16778218,5563348577.0
1252,Dadra & Nagar Haveli & Daman & Diu,2024,3,Peer-to-peer payments,7251757,14881287713.0
1253,Dadra & Nagar Haveli & Daman & Diu,2024,3,Recharge & bill payments,1397428,1094723407.0
1254,Dadra & Nagar Haveli & Daman & Diu,2024,3,Financial Services,10550,15369479.0
1255,Dadra & Nagar Haveli & Daman & Diu,2024,3,Others,8317,9902390.0
1256,Dadra & Nagar Haveli & Daman & Diu,2024,4,Merchant payments,19213230,6331132984.0
1257,Dadra & Nagar Haveli & Daman & Diu,2024,4,Peer-to-peer payments,7882319,16487512787.0
1258,Dadra & Nagar Haveli & Daman & Diu,2024,4,Recharge & bill payments,1336160,1107688213.0
1259,Dadra & Nagar Haveli & Daman & Diu,2024,4,Financial Services,25423,12601733.0
1260,Dadra & Nagar Haveli & Daman & Diu,2024,4,Others,6568,6285744.0
1261,Delhi,2018,1,Recharge & bill payments,3947297,1320559612.770412
1262,Delhi,2018,1,Peer-to-peer payments,2380820,9125685134.894358
1263,Delhi,2018,1,Merchant payments,339809,375393115.19131327
1264,Delhi,2018,1,Financial Services,136240,45588429.271575734
1265,Delhi,2018,1,Others,318588,344277514.7923026
1266,Delhi,2018,2,Recharge & bill payments,4511737,2078183615.8006349
1267,Delhi,2018,2,Peer-to-peer payments,3542716,14348179103.109837
1268,Delhi,2018,2,Merchant payments,837001,631597790.6002588
1269,Delhi,2018,2,Financial Services,205991,66584728.19594695
1270,Delhi,2018,2,Others,276278,321754664.4984691
1271,Delhi,2018,3,Peer-to-peer payments,8557153,22670122888.868217
1272,Delhi,2018,3,Recharge & bill payments,5305635,3261844270.537241
1273,Delhi,2018,3,Merchant payments,3808395,1048422633.7093576
1274,Delhi,2018,3,Financial Services,274526,45051151.35143036
1275,Delhi,2018,3,Others,601339,350405916.1523186
1276,Delhi,2018,4,Peer-to-peer payments,9973249,32389252494.75772
1277,Delhi,2018,4,Merchant payments,9958967,2738429838.939273
1278,Delhi,2018,4,Recharge & bill payments,7483633,3961160542.570066
1279,Delhi,2018,4,Financial Services,265004,58162003.43614492
1280,Delhi,2018,4,Others,1506866,575852739.0031943
1281,Delhi,2019,1,Peer-to-peer payments,20216287,48250023720.99173
1282,Delhi,2019,1,Merchant payments,13875931,3996618719.7994804
1283,Delhi,2019,1,Recharge & bill payments,10744978,5521320539.356212
1284,Delhi,2019,1,Financial Services,223095,30997039.697555833
1285,Delhi,2019,1,Others,1947036,670171769.6522964
1286,Delhi,2019,2,Merchant payments,20891431,6816878922.844399
1287,Delhi,2019,2,Peer-to-peer payments,20570311,65953571241.26435
1288,Delhi,2019,2,Recharge & bill payments,12869453,8035701902.391765
1289,Delhi,2019,2,Financial Services,137774,33985068.68378611
1290,Delhi,2019,2,Others,2702543,866678928.4439986
1291,Delhi,2019,3,Merchant payments,29453368,9857221391.940361
1292,Delhi,2019,3,Peer-to-peer payments,25201978,81904443496.29778
1293,Delhi,2019,3,Recharge & bill payments,11133404,10406524192.884487
1294,Delhi,2019,3,Financial Services,92061,27952186.986432005
1295,Delhi,2019,3,Others,3657065,1000670778.3478061
1296,Delhi,2019,4,Peer-to-peer payments,33040093,105858524152.38443
1297,Delhi,2019,4,Merchant payments,32537378,12864577363.070576
1298,Delhi,2019,4,Recharge & bill payments,11609898,9500486080.98845
1299,Delhi,2019,4,Financial Services,57063,21512527.973989226
1300,Delhi,2019,4,Others,3500565,779367300.4732571
1301,Delhi,2020,1,Merchant payments,33951545,14470782771.054684
1302,Delhi,2020,1,Peer-to-peer payments,32410795,108987600006.3667
1303,Delhi,2020,1,Recharge & bill payments,12822919,9498791147.929193
1304,Delhi,2020,1,Financial Services,46529,39908838.24852887
1305,Delhi,2020,1,Others,2515816,619460878.9909673
1306,Delhi,2020,2,Peer-to-peer payments,27155938,86227124454.10175
1307,Delhi,2020,2,Merchant payments,24963931,12708327043.868336
1308,Delhi,2020,2,Recharge & bill payments,13568505,8699886044.040596
1309,Delhi,2020,2,Financial Services,64790,75405868.16164647
1310,Delhi,2020,2,Others,288854,162694793.15869594
1311,Delhi,2020,3,Peer-to-peer payments,41498638,140074023548.15637
1312,Delhi,2020,3,Merchant payments,40973792,21858176583.0589
1313,Delhi,2020,3,Recharge & bill payments,13448341,12883226305.336546
1314,Delhi,2020,3,Financial Services,85689,114341865.2645722
1315,Delhi,2020,3,Others,485401,234194502.8442282
1316,Delhi,2020,4,Merchant payments,54581166,31106554562.7951
1317,Delhi,2020,4,Peer-to-peer payments,49631928,171546055992.1488
1318,Delhi,2020,4,Recharge & bill payments,14862946,12921793576.576857
1319,Delhi,2020,4,Financial Services,114862,160007919.76894268
1320,Delhi,2020,4,Others,1349515,530676173.2537967
1321,Delhi,2021,1,Merchant payments,72615587,39861532639.012344
1322,Delhi,2021,1,Peer-to-peer payments,61957428,210823551741.40936
1323,Delhi,2021,1,Recharge & bill payments,21164274,15447408658.778738
1324,Delhi,2021,1,Financial Services,153039,203106852.42387855
1325,Delhi,2021,1,Others,1468676,592745151.8683048
1326,Delhi,2021,2,Merchant payments,75620295,42933366743.23575
1327,Delhi,2021,2,Peer-to-peer payments,68497718,223034955527.75317
1328,Delhi,2021,2,Recharge & bill payments,25026678,15310096462.746447
1329,Delhi,2021,2,Financial Services,158170,190019761.49741396
1330,Delhi,2021,2,Others,854403,472659189.30861247
1331,Delhi,2021,3,Merchant payments,115250887,64006915630.53262
1332,Delhi,2021,3,Peer-to-peer payments,93292876,298005532606.47
1333,Delhi,2021,3,Recharge & bill payments,28427032,20934734871.908962
1334,Delhi,2021,3,Financial Services,144460,220660990.22066334
1335,Delhi,2021,3,Others,1645353,690472449.1489255
1336,Delhi,2021,4,Merchant payments,149204611,88990516304.07437
1337,Delhi,2021,4,Peer-to-peer payments,112380292,376556972334.1598
1338,Delhi,2021,4,Recharge & bill payments,30127352,22290161823.248642
1339,Delhi,2021,4,Financial Services,199280,287950130.24921745
1340,Delhi,2021,4,Others,771824,569713470.6592032
1341,Delhi,2022,1,Merchant payments,174454937,98212381475.57239
1342,Delhi,2022,1,Peer-to-peer payments,125111881,415305045689.30945
1343,Delhi,2022,1,Recharge & bill payments,29435981,22482865572.904938
1344,Delhi,2022,1,Financial Services,195184,271039329.10874933
1345,Delhi,2022,1,Others,1801878,693588769.393249
1346,Delhi,2022,2,Merchant payments,233412802,121657706565.01256
1347,Delhi,2022,2,Peer-to-peer payments,143447534,480685895058.7076
1348,Delhi,2022,2,Recharge & bill payments,32971294,26876059610.022118
1349,Delhi,2022,2,Financial Services,160827,209425798.82013166
1350,Delhi,2022,2,Others,641727,426563425.65446466
1351,Delhi,2022,3,Merchant payments,276635347,134292748569.06271
1352,Delhi,2022,3,Peer-to-peer payments,160580425,509428627035.3385
1353,Delhi,2022,3,Recharge & bill payments,37572389,33177115465.46472
1354,Delhi,2022,3,Financial Services,195218,265479580.4156591
1355,Delhi,2022,3,Others,608782,448676465.8346823
1356,Delhi,2022,4,Merchant payments,305621913,153114813286.24423
1357,Delhi,2022,4,Peer-to-peer payments,171970100,559069397370.8649
1358,Delhi,2022,4,Recharge & bill payments,36775874,31954251758.09231
1359,Delhi,2022,4,Financial Services,228639,299454652.77800566
1360,Delhi,2022,4,Others,606931,477098950.59646183
1361,Delhi,2023,1,Merchant payments,246682850,116053064134.0
1362,Delhi,2023,1,Peer-to-peer payments,135403837,460727324748.0
1363,Delhi,2023,1,Recharge & bill payments,26976608,33945163887.0
1364,Delhi,2023,1,Financial Services,206979,275072622.0
1365,Delhi,2023,1,Others,482829,402484189.0
1366,Delhi,2023,2,Merchant payments,300493650,126927948779.0
1367,Delhi,2023,2,Peer-to-peer payments,151909146,498879007930.0
1368,Delhi,2023,2,Recharge & bill payments,29059235,35251178665.0
1369,Delhi,2023,2,Financial Services,219538,302441499.0
1370,Delhi,2023,2,Others,457429,367938784.0
1371,Delhi,2023,3,Merchant payments,347213404,143772297471.0
1372,Delhi,2023,3,Peer-to-peer payments,167791074,523701514112.0
1373,Delhi,2023,3,Recharge & bill payments,31015600,39925428804.0
1374,Delhi,2023,3,Financial Services,275512,439989766.0
1375,Delhi,2023,3,Others,411393,360021285.0
1376,Delhi,2023,4,Merchant payments,381250463,168766495844.0
1377,Delhi,2023,4,Peer-to-peer payments,185276322,588131157564.0
1378,Delhi,2023,4,Recharge & bill payments,30903762,41889435437.0
1379,Delhi,2023,4,Financial Services,317005,501353917.0
1380,Delhi,2023,4,Others,403194,361276587.0
1381,Delhi,2024,1,Merchant payments,419098312,183390284466.0
1382,Delhi,2024,1,Peer-to-peer payments,197330105,604445932793.0
1383,Delhi,2024,1,Recharge & bill payments,33501160,43595822485.0
1384,Delhi,2024,1,Financial Services,319041,606216973.0
1385,Delhi,2024,1,Others,485440,475774396.0
1386,Delhi,2024,2,Merchant payments,519857504,208928942309.0
1387,Delhi,2024,2,Peer-to-peer payments,221272475,641147355249.0
1388,Delhi,2024,2,Recharge & bill payments,35429237,45318295969.0
1389,Delhi,2024,2,Financial Services,376570,743336505.0
1390,Delhi,2024,2,Others,604614,779746148.0
1391,Delhi,2024,3,Merchant payments,564668341,231032600851.0
1392,Delhi,2024,3,Peer-to-peer payments,242786329,672922448569.0
1393,Delhi,2024,3,Recharge & bill payments,36462771,52504961937.0
1394,Delhi,2024,3,Financial Services,463025,936446162.0
1395,Delhi,2024,3,Others,464057,806926069.0
1396,Delhi,2024,4,Merchant payments,612111214,261167204054.0
1397,Delhi,2024,4,Peer-to-peer payments,261559240,745874399814.0
1398,Delhi,2024,4,Recharge & bill payments,35326994,48224664984.0
1399,Delhi,2024,4,Financial Services,1115510,932800641.0
1400,Delhi,2024,4,Others,430124,861416410.0
1401,Goa,2018,1,Recharge & bill payments,85991,18273814.162708722
1402,Goa,2018,1,Peer-to-peer payments,59651,268175048.06992978
1403,Goa,2018,1,Merchant payments,7880,11036031.735657964
1404,Goa,2018,1,Financial Services,1191,520105.642400422
1405,Goa,2018,1,Others,6184,5851742.732386975
1406,Goa,2018,2,Recharge & bill payments,120943,30994284.17044104
1407,Goa,2018,2,Peer-to-peer payments,87878,419492232.52410376
1408,Goa,2018,2,Merchant payments,12456,20162855.70611957
1409,Goa,2018,2,Financial Services,1903,733429.427283199
1410,Goa,2018,2,Others,6395,7221023.530667527
1411,Goa,2018,3,Recharge & bill payments,158797,40314972.94208837
1412,Goa,2018,3,Peer-to-peer payments,150297,639468418.1317002
1413,Goa,2018,3,Merchant payments,21587,26634198.178851012
1414,Goa,2018,3,Financial Services,1867,468171.36483984883
1415,Goa,2018,3,Others,6963,6281208.620754639
1416,Goa,2018,4,Peer-to-peer payments,246426,1021902315.4426756
1417,Goa,2018,4,Recharge & bill payments,212122,54832855.89468471
1418,Goa,2018,4,Merchant payments,45586,66666113.92145965
1419,Goa,2018,4,Financial Services,2523,723599.2328183289
1420,Goa,2018,4,Others,8098,8880194.430766659
1421,Goa,2019,1,Peer-to-peer payments,378848,1310759847.8146646
1422,Goa,2019,1,Recharge & bill payments,275277,78212835.0406034
1423,Goa,2019,1,Merchant payments,74527,75946974.41483101
1424,Goa,2019,1,Financial Services,2013,499592.0966860995
1425,Goa,2019,1,Others,8147,9904147.90979165
1426,Goa,2019,2,Peer-to-peer payments,373759,1391933790.7547765
1427,Goa,2019,2,Recharge & bill payments,278060,93218689.41694948
1428,Goa,2019,2,Merchant payments,104592,92873008.6474504
1429,Goa,2019,2,Financial Services,1211,515859.8076807977
1430,Goa,2019,2,Others,10819,13325754.760758925
1431,Goa,2019,3,Peer-to-peer payments,475178,1704668027.0159788
1432,Goa,2019,3,Recharge & bill payments,453806,157952854.9501171
1433,Goa,2019,3,Merchant payments,150578,123948570.56857497
1434,Goa,2019,3,Financial Services,1510,1282344.8444824044
1435,Goa,2019,3,Others,11344,12515394.117688328
1436,Goa,2019,4,Peer-to-peer payments,698728,2484453030.31845
1437,Goa,2019,4,Recharge & bill payments,552421,205602115.14625147
1438,Goa,2019,4,Merchant payments,250893,218404664.8638511
1439,Goa,2019,4,Financial Services,1497,649712.8451498008
1440,Goa,2019,4,Others,11733,14350825.325765317
1441,Goa,2020,1,Peer-to-peer payments,817198,2851686768.653684
1442,Goa,2020,1,Recharge & bill payments,678079,244739382.20701858
1443,Goa,2020,1,Merchant payments,373110,298421548.1046571
1444,Goa,2020,1,Financial Services,1762,1816477.5692472362
1445,Goa,2020,1,Others,11088,13707055.389155574
1446,Goa,2020,2,Recharge & bill payments,758617,241196540.9379891
1447,Goa,2020,2,Peer-to-peer payments,493326,1766723888.2025127
1448,Goa,2020,2,Merchant payments,221358,168591711.94693565
1449,Goa,2020,2,Financial Services,3081,3328361.317987765
1450,Goa,2020,2,Others,5710,3775927.611346662
1451,Goa,2020,3,Peer-to-peer payments,759351,2723430713.3444066
1452,Goa,2020,3,Recharge & bill payments,696770,280187505.0339355
1453,Goa,2020,3,Merchant payments,446880,353193881.4783259
1454,Goa,2020,3,Financial Services,4985,6418950.466847964
1455,Goa,2020,3,Others,7545,5112530.621144422
1456,Goa,2020,4,Peer-to-peer payments,1550251,5407626413.043346
1457,Goa,2020,4,Merchant payments,1389834,1123844212.5171819
1458,Goa,2020,4,Recharge & bill payments,839199,345088772.3784919
1459,Goa,2020,4,Financial Services,7287,10386560.386677971
1460,Goa,2020,4,Others,14810,12846789.254236266
1461,Goa,2021,1,Peer-to-peer payments,2235456,7553384653.1682
1462,Goa,2021,1,Merchant payments,2195509,1768358976.7158575
1463,Goa,2021,1,Recharge & bill payments,880682,410604192.7268899
1464,Goa,2021,1,Financial Services,8138,12207778.148638733
1465,Goa,2021,1,Others,11764,12687278.26183929
1466,Goa,2021,2,Merchant payments,1869384,1411529033.6650195
1467,Goa,2021,2,Peer-to-peer payments,1866837,6195032351.177256
1468,Goa,2021,2,Recharge & bill payments,953219,383804809.3560881
1469,Goa,2021,2,Financial Services,8303,12371843.844825167
1470,Goa,2021,2,Others,12392,10115549.032816991
1471,Goa,2021,3,Merchant payments,2865625,2143135314.897931
1472,Goa,2021,3,Peer-to-peer payments,2560305,7871092673.137299
1473,Goa,2021,3,Recharge & bill payments,1017351,438838003.22982365
1474,Goa,2021,3,Financial Services,8337,12943224.07382146
1475,Goa,2021,3,Others,16145,12416377.597493527
1476,Goa,2021,4,Merchant payments,5474662,4384250602.937038
1477,Goa,2021,4,Peer-to-peer payments,4408822,13618351952.666094
1478,Goa,2021,4,Recharge & bill payments,1170180,585734312.4063727
1479,Goa,2021,4,Financial Services,11320,17101084.66037453
1480,Goa,2021,4,Others,23775,21819163.1997744
1481,Goa,2022,1,Merchant payments,6364271,4682000388.389215
1482,Goa,2022,1,Peer-to-peer payments,4640380,14449830641.555716
1483,Goa,2022,1,Recharge & bill payments,1177071,646403472.1135541
1484,Goa,2022,1,Financial Services,11677,17490493.19245399
1485,Goa,2022,1,Others,20699,20720407.595174044
1486,Goa,2022,2,Merchant payments,7812998,5736211013.6866455
1487,Goa,2022,2,Peer-to-peer payments,5097942,16372343177.228306
1488,Goa,2022,2,Recharge & bill payments,1279377,738765635.2807853
1489,Goa,2022,2,Financial Services,10666,13192736.02810038
1490,Goa,2022,2,Others,15071,12525197.296362752
1491,Goa,2022,3,Merchant payments,7595135,5112175255.359402
1492,Goa,2022,3,Peer-to-peer payments,4449008,13780955270.352726
1493,Goa,2022,3,Recharge & bill payments,1122869,657115143.5357426
1494,Goa,2022,3,Financial Services,9992,12650738.420843877
1495,Goa,2022,3,Others,11683,11368868.03761505
1496,Goa,2022,4,Merchant payments,10319138,6739205748.43176
1497,Goa,2022,4,Peer-to-peer payments,5652373,17421974714.962345
1498,Goa,2022,4,Recharge & bill payments,1195865,734121700.6400625
1499,Goa,2022,4,Financial Services,12147,15705663.126967767
1500,Goa,2022,4,Others,13151,13978544.178016864
1501,Goa,2023,1,Merchant payments,14273665,9074816758.0
1502,Goa,2023,1,Peer-to-peer payments,8071768,24773922296.0
1503,Goa,2023,1,Recharge & bill payments,1816029,1197558557.0
1504,Goa,2023,1,Financial Services,16209,32648574.0
1505,Goa,2023,1,Others,17399,18019590.0
1506,Goa,2023,2,Merchant payments,15990744,10146039934.0
1507,Goa,2023,2,Peer-to-peer payments,8589659,26985284919.0
1508,Goa,2023,2,Recharge & bill payments,1917200,1239783487.0
1509,Goa,2023,2,Financial Services,17352,25141843.0
1510,Goa,2023,2,Others,15635,15956760.0
1511,Goa,2023,3,Merchant payments,16565190,10365884105.0
1512,Goa,2023,3,Peer-to-peer payments,8489945,25735484138.0
1513,Goa,2023,3,Recharge & bill payments,1913363,1234664127.0
1514,Goa,2023,3,Financial Services,17422,26274694.0
1515,Goa,2023,3,Others,13808,12872910.0
1516,Goa,2023,4,Merchant payments,21003656,12478698529.0
1517,Goa,2023,4,Peer-to-peer payments,10430430,30342597216.0
1518,Goa,2023,4,Recharge & bill payments,1991324,1413113823.0
1519,Goa,2023,4,Financial Services,20827,38067531.0
1520,Goa,2023,4,Others,14741,15194458.0
1521,Goa,2024,1,Merchant payments,22163645,12736252466.0
1522,Goa,2024,1,Peer-to-peer payments,10729197,31099473803.0
1523,Goa,2024,1,Recharge & bill payments,2087441,1465885657.0
1524,Goa,2024,1,Financial Services,20782,37240917.0
1525,Goa,2024,1,Others,12922,13047417.0
1526,Goa,2024,2,Merchant payments,23908901,13821574623.0
1527,Goa,2024,2,Peer-to-peer payments,10933835,32155453858.0
1528,Goa,2024,2,Recharge & bill payments,2120776,1419954245.0
1529,Goa,2024,2,Financial Services,24891,41870631.0
1530,Goa,2024,2,Others,12403,15977355.0
1531,Goa,2024,3,Merchant payments,23789645,13663769858.0
1532,Goa,2024,3,Peer-to-peer payments,10858222,30761382765.0
1533,Goa,2024,3,Recharge & bill payments,2070465,1423628089.0
1534,Goa,2024,3,Financial Services,32037,51120538.0
1535,Goa,2024,3,Others,11742,13626762.0
1536,Goa,2024,4,Merchant payments,30381117,17216927595.0
1537,Goa,2024,4,Peer-to-peer payments,13499590,37720460757.0
1538,Goa,2024,4,Recharge & bill payments,2166016,1548395751.0
1539,Goa,2024,4,Financial Services,71254,55469478.0
1540,Goa,2024,4,Others,13559,21335962.0
1541,Gujarat,2018,1,Recharge & bill payments,3691952,878929080.9916563
1542,Gujarat,2018,1,Peer-to-peer payments,1738974,6318864759.888066
1543,Gujarat,2018,1,Merchant payments,145436,166036667.57089135
1544,Gujarat,2018,1,Financial Services,122117,27986679.009713165
1545,Gujarat,2018,1,Others,250296,186165067.5737218
1546,Gujarat,2018,2,Recharge & bill payments,4643367,1571880396.377953
1547,Gujarat,2018,2,Peer-to-peer payments,2483231,10009680530.386887
1548,Gujarat,2018,2,Merchant payments,275503,356984574.1205573
1549,Gujarat,2018,2,Financial Services,140704,38598263.22838031
1550,Gujarat,2018,2,Others,202928,185541007.527258
1551,Gujarat,2018,3,Peer-to-peer payments,5287200,15272745137.759302
1552,Gujarat,2018,3,Recharge & bill payments,5117168,1938041688.9678535
1553,Gujarat,2018,3,Merchant payments,573440,466209496.80151117
1554,Gujarat,2018,3,Financial Services,136468,24930605.607339725
1555,Gujarat,2018,3,Others,219873,164477497.1394802
1556,Gujarat,2018,4,Peer-to-peer payments,6488202,21207285184.780193
1557,Gujarat,2018,4,Recharge & bill payments,6138404,2297332323.0815277
1558,Gujarat,2018,4,Merchant payments,1656377,1088373316.0580251
1559,Gujarat,2018,4,Financial Services,133915,30699273.16507
1560,Gujarat,2018,4,Others,316405,207297005.69778407
1561,Gujarat,2019,1,Peer-to-peer payments,13465044,31231285551.308655
1562,Gujarat,2019,1,Recharge & bill payments,8595256,3104251732.6516943
1563,Gujarat,2019,1,Merchant payments,2493340,1296376125.1752787
1564,Gujarat,2019,1,Financial Services,114539,19581520.569400217
1565,Gujarat,2019,1,Others,323272,204585378.77191538
1566,Gujarat,2019,2,Peer-to-peer payments,12547493,41853661230.46585
1567,Gujarat,2019,2,Recharge & bill payments,10434449,4651874823.428602
1568,Gujarat,2019,2,Merchant payments,5486791,2526448415.3585706
1569,Gujarat,2019,2,Financial Services,70502,17349813.389733132
1570,Gujarat,2019,2,Others,442607,271280936.6247084
1571,Gujarat,2019,3,Peer-to-peer payments,14529353,49206585462.018684
1572,Gujarat,2019,3,Merchant payments,11788077,4211116461.2911887
1573,Gujarat,2019,3,Recharge & bill payments,11349625,5768100024.478059
1574,Gujarat,2019,3,Financial Services,78609,20507001.233050577
1575,Gujarat,2019,3,Others,482985,256386015.24681717
1576,Gujarat,2019,4,Peer-to-peer payments,19107911,64477452638.7778
1577,Gujarat,2019,4,Recharge & bill payments,12967713,6517891166.722656
1578,Gujarat,2019,4,Merchant payments,9964076,5480269119.720948
1579,Gujarat,2019,4,Financial Services,63498,20202767.26414788
1580,Gujarat,2019,4,Others,444434,194846362.42851496
1581,Gujarat,2020,1,Peer-to-peer payments,19068093,72393727235.07784
1582,Gujarat,2020,1,Recharge & bill payments,15648472,7197595156.690899
1583,Gujarat,2020,1,Merchant payments,12191478,7210758662.281933
1584,Gujarat,2020,1,Financial Services,50753,27460255.45966168
1585,Gujarat,2020,1,Others,367621,165535312.39278784
1586,Gujarat,2020,2,Recharge & bill payments,19971660,8322688556.990006
1587,Gujarat,2020,2,Peer-to-peer payments,17569398,64723140394.22913
1588,Gujarat,2020,2,Merchant payments,9645967,7196610931.561442
1589,Gujarat,2020,2,Financial Services,59617,53132341.305008195
1590,Gujarat,2020,2,Others,173543,92274135.40504411
1591,Gujarat,2020,3,Peer-to-peer payments,23130724,89142122337.25531
1592,Gujarat,2020,3,Merchant payments,18338969,12749796641.785404
1593,Gujarat,2020,3,Recharge & bill payments,17481357,9820654243.80882
1594,Gujarat,2020,3,Financial Services,92278,84723188.62104335
1595,Gujarat,2020,3,Others,246851,124456073.24163358
1596,Gujarat,2020,4,Peer-to-peer payments,29967258,116743230330.36209
1597,Gujarat,2020,4,Merchant payments,28430460,20844321156.652935
1598,Gujarat,2020,4,Recharge & bill payments,18943669,10441981826.080866
1599,Gujarat,2020,4,Financial Services,113371,120056733.8865249
1600,Gujarat,2020,4,Others,373789,243470065.45681778
1601,Gujarat,2021,1,Peer-to-peer payments,36427493,144818968373.02933
1602,Gujarat,2021,1,Merchant payments,35815382,26512643894.003174
1603,Gujarat,2021,1,Recharge & bill payments,22088838,11996115292.377842
1604,Gujarat,2021,1,Financial Services,126380,137612317.73580322
1605,Gujarat,2021,1,Others,316472,235440836.3042438
1606,Gujarat,2021,2,Merchant payments,42593432,33542305033.829506
1607,Gujarat,2021,2,Peer-to-peer payments,41642387,162483567902.30194
1608,Gujarat,2021,2,Recharge & bill payments,27127405,13750783181.944221
1609,Gujarat,2021,2,Financial Services,128647,136119996.7022825
1610,Gujarat,2021,2,Others,349525,249278437.33914098
1611,Gujarat,2021,3,Merchant payments,62934471,48197579736.51646
1612,Gujarat,2021,3,Peer-to-peer payments,56134212,208013326600.62402
1613,Gujarat,2021,3,Recharge & bill payments,29580901,15945997372.058683
1614,Gujarat,2021,3,Financial Services,125167,163304131.1436523
1615,Gujarat,2021,3,Others,473656,304418273.24545926
1616,Gujarat,2021,4,Merchant payments,84846502,68717933161.8696
1617,Gujarat,2021,4,Peer-to-peer payments,67301686,254338740726.63605
1618,Gujarat,2021,4,Recharge & bill payments,30072479,18739034341.66239
1619,Gujarat,2021,4,Financial Services,175393,209214620.7057898
1620,Gujarat,2021,4,Others,591265,377657202.7539646
1621,Gujarat,2022,1,Merchant payments,101648378,79563412221.78397
1622,Gujarat,2022,1,Peer-to-peer payments,77768758,292439274688.30835
1623,Gujarat,2022,1,Recharge & bill payments,30473298,20042066374.66357
1624,Gujarat,2022,1,Financial Services,160423,187077879.38466492
1625,Gujarat,2022,1,Others,496289,316261089.4073821
1626,Gujarat,2022,2,Merchant payments,131610193,95585623258.23604
1627,Gujarat,2022,2,Peer-to-peer payments,86423696,326945780476.59766
