id,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
2175,Jharkhand,2021,3,Others,201520,99665931.8402131
2176,Jharkhand,2021,4,Merchant payments,45007900,30397134744.16734
2177,Jharkhand,2021,4,Peer-to-peer payments,39476282,130461675107.99458
2178,Jharkhand,2021,4,Recharge & bill payments,11173974,4920513757.583611
2179,Jharkhand,2021,4,Financial Services,72802,82938673.40787342
2180,Jharkhand,2021,4,Others,278084,154856720.55251962
2181,Jharkhand,2022,1,Merchant payments,53218047,35404682302.81973
2182,Jharkhand,2022,1,Peer-to-peer payments,45881799,153327336656.7779
2183,Jharkhand,2022,1,Recharge & bill payments,11502811,5765898871.819412
2184,Jharkhand,2022,1,Financial Services,67502,72095750.37612481
2185,Jharkhand,2022,1,Others,241051,130193505.37404194
2186,Jharkhand,2022,2,Merchant payments,67435024,44149892984.34711
2187,Jharkhand,2022,2,Peer-to-peer payments,52086790,175208899196.82
2188,Jharkhand,2022,2,Recharge & bill payments,13145888,6119623547.3009
2189,Jharkhand,2022,2,Financial Services,50361,53281830.624961995
2190,Jharkhand,2022,2,Others,207212,104530269.04482636
2191,Jharkhand,2022,3,Merchant payments,74816586,45850919744.1592
2192,Jharkhand,2022,3,Peer-to-peer payments,57285937,176549466282.04382
2193,Jharkhand,2022,3,Recharge & bill payments,14462031,6838978157.223744
2194,Jharkhand,2022,3,Financial Services,68467,69016067.83164982
2195,Jharkhand,2022,3,Others,182311,104503812.69942513
2196,Jharkhand,2022,4,Merchant payments,91863987,57173653531.6919
2197,Jharkhand,2022,4,Peer-to-peer payments,68045210,212953650396.96683
2198,Jharkhand,2022,4,Recharge & bill payments,15110623,7625380765.3711195
2199,Jharkhand,2022,4,Financial Services,81074,89276259.66683595
2200,Jharkhand,2022,4,Others,199198,129776494.88471407
2201,Jharkhand,2023,1,Merchant payments,126431470,72343574616.0
2202,Jharkhand,2023,1,Peer-to-peer payments,91879570,283548545074.0
2203,Jharkhand,2023,1,Recharge & bill payments,21800176,11236559383.0
2204,Jharkhand,2023,1,Financial Services,99366,97678666.0
2205,Jharkhand,2023,1,Others,247521,144978282.0
2206,Jharkhand,2023,2,Merchant payments,156552949,85510419374.0
2207,Jharkhand,2023,2,Peer-to-peer payments,107475200,324260678898.0
2208,Jharkhand,2023,2,Recharge & bill payments,24866991,12206164188.0
2209,Jharkhand,2023,2,Financial Services,101922,101245470.0
2210,Jharkhand,2023,2,Others,236831,136219578.0
2211,Jharkhand,2023,3,Merchant payments,176986470,87850272164.0
2212,Jharkhand,2023,3,Peer-to-peer payments,116215262,317385101261.0
2213,Jharkhand,2023,3,Recharge & bill payments,24694215,12857936385.0
2214,Jharkhand,2023,3,Financial Services,126439,166648089.0
2215,Jharkhand,2023,3,Others,215040,124466121.0
2216,Jharkhand,2023,4,Merchant payments,210139266,107902251886.0
2217,Jharkhand,2023,4,Peer-to-peer payments,138921302,375782050730.0
2218,Jharkhand,2023,4,Recharge & bill payments,25084140,14700179395.0
2219,Jharkhand,2023,4,Financial Services,157092,207103239.0
2220,Jharkhand,2023,4,Others,236562,128519675.0
2221,Jharkhand,2024,1,Merchant payments,240943119,122973605850.0
2222,Jharkhand,2024,1,Peer-to-peer payments,157370906,420040441815.0
2223,Jharkhand,2024,1,Recharge & bill payments,28096898,16341675108.0
2224,Jharkhand,2024,1,Financial Services,146719,249733168.0
2225,Jharkhand,2024,1,Others,201453,114781132.0
2226,Jharkhand,2024,2,Merchant payments,292972037,143912881957.0
2227,Jharkhand,2024,2,Peer-to-peer payments,175846356,458805291316.0
2228,Jharkhand,2024,2,Recharge & bill payments,30493851,16999992739.0
2229,Jharkhand,2024,2,Financial Services,173960,269689641.0
2230,Jharkhand,2024,2,Others,199667,128066838.0
2231,Jharkhand,2024,3,Merchant payments,308078784,144012840378.0
2232,Jharkhand,2024,3,Peer-to-peer payments,185983240,447316673287.0
2233,Jharkhand,2024,3,Recharge & bill payments,28125714,18109397263.0
2234,Jharkhand,2024,3,Financial Services,227984,354292146.0
2235,Jharkhand,2024,3,Others,160161,116337518.0
2236,Jharkhand,2024,4,Merchant payments,346886286,168140534443.0
2237,Jharkhand,2024,4,Peer-to-peer payments,211165735,516149821202.0
2238,Jharkhand,2024,4,Recharge & bill payments,28025030,19206954971.0
2239,Jharkhand,2024,4,Financial Services,670523,377570884.0
2240,Jharkhand,2024,4,Others,157112,135619534.0
2241,Karnataka,2018,1,Recharge & bill payments,5785292,1496816541.9710202
2242,Karnataka,2018,1,Peer-to-peer payments,4456528,16522277460.174664
2243,Karnataka,2018,1,Merchant payments,1089627,696586489.2644083
2244,Karnataka,2018,1,Financial Services,159848,52664837.407078
2245,Karnataka,2018,1,Others,525604,449549985.19633806
2246,Karnataka,2018,2,Recharge & bill payments,7391926,2435924808.0540595
2247,Karnataka,2018,2,Peer-to-peer payments,7164836,29135024501.319633
2248,Karnataka,2018,2,Merchant payments,1874383,1361967204.9193478
2249,Karnataka,2018,2,Financial Services,194363,93244737.61226672
2250,Karnataka,2018,2,Others,490939,489418829.39568377
2251,Karnataka,2018,3,Peer-to-peer payments,12863507,42819128165.14718
2252,Karnataka,2018,3,Recharge & bill payments,8674172,3019156590.415938
2253,Karnataka,2018,3,Merchant payments,3638065,1879406580.5386481
2254,Karnataka,2018,3,Financial Services,205740,50726023.40346949
2255,Karnataka,2018,3,Others,598777,456674396.3028466
2256,Karnataka,2018,4,Peer-to-peer payments,20471744,63575342228.05887
2257,Karnataka,2018,4,Merchant payments,11812478,4751317554.815564
2258,Karnataka,2018,4,Recharge & bill payments,11426205,4030978295.062695
2259,Karnataka,2018,4,Financial Services,289353,71134704.79416475
2260,Karnataka,2018,4,Others,812291,579613793.3366778
2261,Karnataka,2019,1,Peer-to-peer payments,44049036,104118436760.31566
2262,Karnataka,2019,1,Merchant payments,24491960,7076613843.774634
2263,Karnataka,2019,1,Recharge & bill payments,16981941,6217689429.770171
2264,Karnataka,2019,1,Financial Services,293728,51023386.14504391
2265,Karnataka,2019,1,Others,770944,512618725.75178516
2266,Karnataka,2019,2,Peer-to-peer payments,50033334,142910706254.40515
2267,Karnataka,2019,2,Merchant payments,44848593,12338599108.54726
2268,Karnataka,2019,2,Recharge & bill payments,19283028,7745156562.557001
2269,Karnataka,2019,2,Financial Services,140353,44871623.829314835
2270,Karnataka,2019,2,Others,1096296,662690676.7455502
2271,Karnataka,2019,3,Merchant payments,76924325,20375791901.51608
2272,Karnataka,2019,3,Peer-to-peer payments,67784880,183163325083.02167
2273,Karnataka,2019,3,Recharge & bill payments,24339891,10208179941.827314
2274,Karnataka,2019,3,Financial Services,189716,57194690.691376016
2275,Karnataka,2019,3,Others,1494923,732228821.132016
2276,Karnataka,2019,4,Merchant payments,114044901,31602890835.851074
2277,Karnataka,2019,4,Peer-to-peer payments,93311589,250562864352.78363
2278,Karnataka,2019,4,Recharge & bill payments,28862161,12183568521.027195
2279,Karnataka,2019,4,Financial Services,101937,51145982.18087677
2280,Karnataka,2019,4,Others,1475664,646673755.3894986
2281,Karnataka,2020,1,Merchant payments,132970737,40374401933.52864
2282,Karnataka,2020,1,Peer-to-peer payments,100868460,297635301555.931
2283,Karnataka,2020,1,Recharge & bill payments,35854971,14724886028.403404
2284,Karnataka,2020,1,Financial Services,93648,110130184.7219853
2285,Karnataka,2020,1,Others,1246074,557335296.81275
2286,Karnataka,2020,2,Merchant payments,87251639,38463881234.4382
2287,Karnataka,2020,2,Peer-to-peer payments,82118363,265767207470.16788
2288,Karnataka,2020,2,Recharge & bill payments,43290272,16434890228.306221
2289,Karnataka,2020,2,Financial Services,161560,246367207.0610708
2290,Karnataka,2020,2,Others,399878,192530880.1645686
2291,Karnataka,2020,3,Merchant payments,137206600,60769881812.00958
2292,Karnataka,2020,3,Peer-to-peer payments,119241776,390432374828.4793
2293,Karnataka,2020,3,Recharge & bill payments,43139631,18911088810.529343
2294,Karnataka,2020,3,Financial Services,251980,358426105.9585576
2295,Karnataka,2020,3,Others,520544,268744139.7048992
2296,Karnataka,2020,4,Merchant payments,215711211,97147239182.96416
2297,Karnataka,2020,4,Peer-to-peer payments,166981242,538340957771.568
2298,Karnataka,2020,4,Recharge & bill payments,47736461,21611671359.120274
2299,Karnataka,2020,4,Financial Services,284700,427966918.93005997
2300,Karnataka,2020,4,Others,823370,508863332.4358694
2301,Karnataka,2021,1,Merchant payments,279599017,117959690729.6494
2302,Karnataka,2021,1,Peer-to-peer payments,190894164,610937002732.095
2303,Karnataka,2021,1,Recharge & bill payments,52261651,25111731675.64637
2304,Karnataka,2021,1,Financial Services,297710,475815041.81600165
2305,Karnataka,2021,1,Others,744950,511117233.18647754
2306,Karnataka,2021,2,Merchant payments,244460862,124624417935.05894
2307,Karnataka,2021,2,Peer-to-peer payments,216539959,684035748184.4377
2308,Karnataka,2021,2,Recharge & bill payments,68599238,28272314719.07621
2309,Karnataka,2021,2,Financial Services,304779,456933673.9871358
2310,Karnataka,2021,2,Others,744208,497736717.48932767
2311,Karnataka,2021,3,Merchant payments,391381353,190563423840.34485
2312,Karnataka,2021,3,Peer-to-peer payments,288462867,908138627418.7012
2313,Karnataka,2021,3,Recharge & bill payments,72168311,33386709060.80711
2314,Karnataka,2021,3,Financial Services,286685,508051800.8625039
2315,Karnataka,2021,3,Others,997323,637927036.8737218
2316,Karnataka,2021,4,Merchant payments,503210623,243754536471.1106
2317,Karnataka,2021,4,Peer-to-peer payments,350032663,1090951587881.0441
2318,Karnataka,2021,4,Recharge & bill payments,76826701,39294350717.405914
2319,Karnataka,2021,4,Financial Services,365769,574240588.1883193
2320,Karnataka,2021,4,Others,1289682,896608692.1244912
2321,Karnataka,2022,1,Merchant payments,588543313,278109650949.8691
2322,Karnataka,2022,1,Peer-to-peer payments,389491586,1243199329198.8584
2323,Karnataka,2022,1,Recharge & bill payments,78206453,43891305256.63388
2324,Karnataka,2022,1,Financial Services,384922,624857963.437548
2325,Karnataka,2022,1,Others,1229133,824344937.0828401
2326,Karnataka,2022,2,Merchant payments,735295388,358016289601.7625
2327,Karnataka,2022,2,Peer-to-peer payments,449723751,1457330278795.186
2328,Karnataka,2022,2,Recharge & bill payments,91137091,50583781089.16758
2329,Karnataka,2022,2,Financial Services,351688,545330283.2377212
2330,Karnataka,2022,2,Others,941042,670434289.8797817
2331,Karnataka,2022,3,Merchant payments,704609552,333606445776.6083
2332,Karnataka,2022,3,Peer-to-peer payments,404084880,1282604186671.1763
2333,Karnataka,2022,3,Recharge & bill payments,79979546,48539011844.07969
2334,Karnataka,2022,3,Financial Services,361312,558132533.414458
2335,Karnataka,2022,3,Others,726038,610455785.7449958
2336,Karnataka,2022,4,Merchant payments,830157371,380643835280.23364
2337,Karnataka,2022,4,Peer-to-peer payments,460041715,1468087523889.2769
2338,Karnataka,2022,4,Recharge & bill payments,87517348,54445900607.2116
2339,Karnataka,2022,4,Financial Services,426795,650217624.1227758
2340,Karnataka,2022,4,Others,767142,689145506.798728
2341,Karnataka,2023,1,Merchant payments,1130908170,476183911608.0
2342,Karnataka,2023,1,Peer-to-peer payments,596731227,1908849346648.0
2343,Karnataka,2023,1,Recharge & bill payments,115567496,83516906348.0
2344,Karnataka,2023,1,Financial Services,541652,829191703.0
2345,Karnataka,2023,1,Others,948644,847870010.0
2346,Karnataka,2023,2,Merchant payments,1282439025,553947152559.0
2347,Karnataka,2023,2,Peer-to-peer payments,655334370,2131661599812.0
2348,Karnataka,2023,2,Recharge & bill payments,128708109,90352839418.0
2349,Karnataka,2023,2,Financial Services,564180,870214613.0
2350,Karnataka,2023,2,Others,821842,767292428.0
2351,Karnataka,2023,3,Merchant payments,1502087676,620261083051.0
2352,Karnataka,2023,3,Peer-to-peer payments,733741628,2267342578479.0
2353,Karnataka,2023,3,Recharge & bill payments,131971913,96428751649.0
2354,Karnataka,2023,3,Financial Services,680721,1117575810.0
2355,Karnataka,2023,3,Others,780364,730906598.0
2356,Karnataka,2023,4,Merchant payments,1631321006,677686159800.0
2357,Karnataka,2023,4,Peer-to-peer payments,796407425,2456912813682.0
2358,Karnataka,2023,4,Recharge & bill payments,135125785,104793796043.0
2359,Karnataka,2023,4,Financial Services,807597,1266275950.0
2360,Karnataka,2023,4,Others,772351,717378908.0
2361,Karnataka,2024,1,Merchant payments,1799287261,731643780822.0
2362,Karnataka,2024,1,Peer-to-peer payments,854761954,2641887054365.0
2363,Karnataka,2024,1,Recharge & bill payments,140813576,109551418217.0
2364,Karnataka,2024,1,Financial Services,829562,1475873231.0
2365,Karnataka,2024,1,Others,746802,690527871.0
2366,Karnataka,2024,2,Merchant payments,1981595688,834831111764.0
2367,Karnataka,2024,2,Peer-to-peer payments,911150664,2835423595652.0
2368,Karnataka,2024,2,Recharge & bill payments,147578134,112150881882.0
2369,Karnataka,2024,2,Financial Services,951013,1832353796.0
2370,Karnataka,2024,2,Others,737349,796760344.0
2371,Karnataka,2024,3,Merchant payments,2128123870,872671695683.0
2372,Karnataka,2024,3,Peer-to-peer payments,985664231,2914446696115.0
2373,Karnataka,2024,3,Recharge & bill payments,145576983,117042690235.0
2374,Karnataka,2024,3,Financial Services,1113824,2184402210.0
2375,Karnataka,2024,3,Others,655187,857082241.0
2376,Karnataka,2024,4,Merchant payments,2266169258,935052915428.0
2377,Karnataka,2024,4,Peer-to-peer payments,1039723999,3095666288407.0
2378,Karnataka,2024,4,Recharge & bill payments,145556961,117911617313.0
2379,Karnataka,2024,4,Financial Services,2955462,2231437254.0
2380,Karnataka,2024,4,Others,650744,957545420.0
2381,Kerala,2018,1,Recharge & bill payments,988774,157311821.37585658
2382,Kerala,2018,1,Peer-to-peer payments,600205,2107288314.3025222
2383,Kerala,2018,1,Merchant payments,72164,82919383.04571173
2384,Kerala,2018,1,Financial Services,40170,7957491.901965583
2385,Kerala,2018,1,Others,70067,47197742.47444939
2386,Kerala,2018,2,Recharge & bill payments,1230869,248080143.25702396
2387,Kerala,2018,2,Peer-to-peer payments,848291,3436199589.077317
2388,Kerala,2018,2,Merchant payments,131217,144501582.04666698
2389,Kerala,2018,2,Financial Services,41100,12355589.34361695
2390,Kerala,2018,2,Others,56688,45786439.71799916
2391,Kerala,2018,3,Peer-to-peer payments,1425259,4823239268.279744
2392,Kerala,2018,3,Recharge & bill payments,1407588,296352497.34099543
2393,Kerala,2018,3,Merchant payments,210974,160705488.6023575
2394,Kerala,2018,3,Financial Services,37286,6170643.387882499
2395,Kerala,2018,3,Others,53241,36557326.26447625
2396,Kerala,2018,4,Peer-to-peer payments,2073960,6959805154.570259
2397,Kerala,2018,4,Recharge & bill payments,1679897,351296525.29857576
2398,Kerala,2018,4,Merchant payments,417114,378857199.6490426
2399,Kerala,2018,4,Financial Services,75084,10063656.726067666
2400,Kerala,2018,4,Others,64599,47338700.56846385
2401,Kerala,2019,1,Peer-to-peer payments,3601116,9314451112.085835
2402,Kerala,2019,1,Recharge & bill payments,2180915,498453895.947243
2403,Kerala,2019,1,Merchant payments,550707,371997848.20066386
2404,Kerala,2019,1,Financial Services,77652,7808573.898364296
2405,Kerala,2019,1,Others,58649,42319704.717572376
2406,Kerala,2019,2,Peer-to-peer payments,3519528,11630623424.131498
2407,Kerala,2019,2,Recharge & bill payments,2711299,768892057.7982787
2408,Kerala,2019,2,Merchant payments,937130,569545842.9998999
2409,Kerala,2019,2,Financial Services,38869,5823291.622642939
2410,Kerala,2019,2,Others,77000,56486944.633225575
2411,Kerala,2019,3,Peer-to-peer payments,4181954,14433990011.32079
2412,Kerala,2019,3,Recharge & bill payments,3431236,1051007778.3129579
2413,Kerala,2019,3,Merchant payments,1497029,879510566.1106174
2414,Kerala,2019,3,Financial Services,96130,8910528.723410578
2415,Kerala,2019,3,Others,79747,56390837.59670959
2416,Kerala,2019,4,Peer-to-peer payments,5859068,18537483865.44591
2417,Kerala,2019,4,Recharge & bill payments,4097032,1287955351.6647906
2418,Kerala,2019,4,Merchant payments,2418428,1268704040.100692
2419,Kerala,2019,4,Financial Services,50728,10816332.760911917
2420,Kerala,2019,4,Others,73381,46367047.83244334
2421,Kerala,2020,1,Peer-to-peer payments,6634439,22862907701.60516
2422,Kerala,2020,1,Recharge & bill payments,5507580,1716538277.3696735
2423,Kerala,2020,1,Merchant payments,3485036,1810329140.1843734
2424,Kerala,2020,1,Financial Services,38050,17160614.593254916
2425,Kerala,2020,1,Others,68417,44149097.18179157
2426,Kerala,2020,2,Recharge & bill payments,7709714,2452435028.9249372
2427,Kerala,2020,2,Peer-to-peer payments,5603046,21309983654.739
2428,Kerala,2020,2,Merchant payments,2888260,2075701451.3627596
2429,Kerala,2020,2,Financial Services,40501,32921115.845954426
2430,Kerala,2020,2,Others,46446,23037227.727544237
2431,Kerala,2020,3,Peer-to-peer payments,8590587,33346812213.798676
2432,Kerala,2020,3,Recharge & bill payments,7932950,2688361345.204546
2433,Kerala,2020,3,Merchant payments,5065205,4016995193.6035366
2434,Kerala,2020,3,Financial Services,94130,76828720.82445312
2435,Kerala,2020,3,Others,75808,35153178.52298187
2436,Kerala,2020,4,Peer-to-peer payments,12941135,45686395927.74489
2437,Kerala,2020,4,Merchant payments,10990709,7695667406.723909
2438,Kerala,2020,4,Recharge & bill payments,9167428,3238199947.525463
2439,Kerala,2020,4,Financial Services,73833,69202344.44095232
2440,Kerala,2020,4,Others,115082,65791020.57617174
2441,Kerala,2021,1,Peer-to-peer payments,16209203,55336812492.74641
2442,Kerala,2021,1,Merchant payments,16105923,10058436408.184261
2443,Kerala,2021,1,Recharge & bill payments,9837385,3732534739.0436296
2444,Kerala,2021,1,Financial Services,68012,69655547.76092248
2445,Kerala,2021,1,Others,95819,63530974.15939384
2446,Kerala,2021,2,Peer-to-peer payments,17026648,58152644526.04467
2447,Kerala,2021,2,Merchant payments,16135060,11263178335.980885
2448,Kerala,2021,2,Recharge & bill payments,13809151,4645548909.798975
2449,Kerala,2021,2,Financial Services,88830,88370679.95309764
2450,Kerala,2021,2,Others,131344,77063984.37888283
2451,Kerala,2021,3,Merchant payments,25402350,17877677018.10737
2452,Kerala,2021,3,Peer-to-peer payments,23378091,78598482305.73877
2453,Kerala,2021,3,Recharge & bill payments,13979407,5008396079.412957
2454,Kerala,2021,3,Financial Services,85730,101460242.2623948
2455,Kerala,2021,3,Others,182688,100146127.60812962
2456,Kerala,2021,4,Merchant payments,38574904,24589454633.018272
2457,Kerala,2021,4,Peer-to-peer payments,29075528,92774490034.55844
2458,Kerala,2021,4,Recharge & bill payments,13781815,5689390023.204552
2459,Kerala,2021,4,Financial Services,108232,128238698.74055986
2460,Kerala,2021,4,Others,283262,160563553.84187678
2461,Kerala,2022,1,Merchant payments,47778743,28685388646.415367
2462,Kerala,2022,1,Peer-to-peer payments,33089518,104623270223.31714
2463,Kerala,2022,1,Recharge & bill payments,14042317,6373570715.969071
2464,Kerala,2022,1,Financial Services,134370,158926455.91425735
2465,Kerala,2022,1,Others,236017,147786423.0782508
2466,Kerala,2022,2,Merchant payments,55730158,34395023155.77253
2467,Kerala,2022,2,Peer-to-peer payments,35630060,112813716119.4625
2468,Kerala,2022,2,Recharge & bill payments,14701207,7230489227.091859
2469,Kerala,2022,2,Financial Services,110336,133436809.9132271
2470,Kerala,2022,2,Others,193561,123664236.88435228
2471,Kerala,2022,3,Merchant payments,64984061,37852759989.759125
2472,Kerala,2022,3,Peer-to-peer payments,38774832,116414003145.11606
2473,Kerala,2022,3,Recharge & bill payments,15289755,7709237374.351864
2474,Kerala,2022,3,Financial Services,146673,162861560.07391134
2475,Kerala,2022,3,Others,167583,121557246.12854591
2476,Kerala,2022,4,Merchant payments,74647115,40607857085.646095
2477,Kerala,2022,4,Peer-to-peer payments,42471676,124564727703.60559
2478,Kerala,2022,4,Recharge & bill payments,15520670,8075692517.275558
2479,Kerala,2022,4,Financial Services,164334,191307058.1462068
2480,Kerala,2022,4,Others,156673,120224235.03622031
2481,Kerala,2023,1,Merchant payments,84583249,44370168231.0
2482,Kerala,2023,1,Peer-to-peer payments,46080274,138477919269.0
2483,Kerala,2023,1,Recharge & bill payments,16629085,10446589963.0
2484,Kerala,2023,1,Financial Services,160843,201389795.0
2485,Kerala,2023,1,Others,168114,141022419.0
2486,Kerala,2023,2,Merchant payments,90195971,49220348954.0
2487,Kerala,2023,2,Peer-to-peer payments,48068911,146558117198.0
2488,Kerala,2023,2,Recharge & bill payments,17613119,11702913951.0
2489,Kerala,2023,2,Financial Services,162540,193012060.0
2490,Kerala,2023,2,Others,130076,122278822.0
2491,Kerala,2023,3,Merchant payments,100971920,54395884988.0
2492,Kerala,2023,3,Peer-to-peer payments,51765006,153333984681.0
2493,Kerala,2023,3,Recharge & bill payments,17617414,12247443070.0
2494,Kerala,2023,3,Financial Services,186185,243267285.0
2495,Kerala,2023,3,Others,118126,112033305.0
2496,Kerala,2023,4,Merchant payments,108137761,55180695119.0
2497,Kerala,2023,4,Peer-to-peer payments,54694399,156361217618.0
2498,Kerala,2023,4,Recharge & bill payments,16678550,13074043821.0
2499,Kerala,2023,4,Financial Services,225961,270144459.0
2500,Kerala,2023,4,Others,106422,99220448.0
2501,Kerala,2024,1,Merchant payments,110514883,56336344201.0
2502,Kerala,2024,1,Peer-to-peer payments,54327957,156296863144.0
2503,Kerala,2024,1,Recharge & bill payments,16331869,14085091643.0
2504,Kerala,2024,1,Financial Services,200007,279404679.0
2505,Kerala,2024,1,Others,89250,80271071.0
2506,Kerala,2024,2,Merchant payments,121221009,63702446188.0
2507,Kerala,2024,2,Peer-to-peer payments,56642113,163601027548.0
2508,Kerala,2024,2,Recharge & bill payments,16678867,14261447047.0
2509,Kerala,2024,2,Financial Services,243874,344607925.0
2510,Kerala,2024,2,Others,86604,94293887.0
2511,Kerala,2024,3,Merchant payments,133203180,69317965409.0
2512,Kerala,2024,3,Peer-to-peer payments,64012538,174589592514.0
2513,Kerala,2024,3,Recharge & bill payments,17076750,13872380762.0
2514,Kerala,2024,3,Financial Services,307546,408385812.0
2515,Kerala,2024,3,Others,95444,113706812.0
2516,Kerala,2024,4,Merchant payments,145653590,72346901392.0
2517,Kerala,2024,4,Peer-to-peer payments,69815574,186965241113.0
2518,Kerala,2024,4,Recharge & bill payments,16537561,13747095313.0
2519,Kerala,2024,4,Financial Services,1014940,467808987.0
2520,Kerala,2024,4,Others,90776,112923761.0
2521,Ladakh,2018,1,Recharge & bill payments,3550,927250.7143707818
2522,Ladakh,2018,1,Peer-to-peer payments,1752,10767803.999610368
2523,Ladakh,2018,1,Merchant payments,320,369327.62555241917
2524,Ladakh,2018,1,Financial Services,132,274283.17576680594
2525,Ladakh,2018,1,Others,335,194192.25581440225
2526,Ladakh,2018,2,Recharge & bill payments,8075,2417434.2729015187
2527,Ladakh,2018,2,Peer-to-peer payments,5667,42638443.11997231
2528,Ladakh,2018,2,Merchant payments,724,1761366.2964342085
2529,Ladakh,2018,2,Financial Services,151,127324.6279709443
2530,Ladakh,2018,2,Others,393,390334.220462498
2531,Ladakh,2018,3,Recharge & bill payments,13136,4676712.344045115
2532,Ladakh,2018,3,Peer-to-peer payments,10133,77085890.57395566
2533,Ladakh,2018,3,Merchant payments,1168,2016579.2506718007
2534,Ladakh,2018,3,Financial Services,84,69317.12287872119
2535,Ladakh,2018,3,Others,343,242477.8532947429
2536,Ladakh,2018,4,Recharge & bill payments,16650,5701932.895454288
2537,Ladakh,2018,4,Peer-to-peer payments,15939,123611779.58930421
2538,Ladakh,2018,4,Merchant payments,1881,5082666.820758243
2539,Ladakh,2018,4,Financial Services,142,94604.73391846984
2540,Ladakh,2018,4,Others,599,1031858.4532022325
2541,Ladakh,2019,1,Peer-to-peer payments,22076,139715922.1887053
2542,Ladakh,2019,1,Recharge & bill payments,20014,7186109.182288248
2543,Ladakh,2019,1,Merchant payments,3238,4967122.4999400275
2544,Ladakh,2019,1,Financial Services,114,111851.02856430915
2545,Ladakh,2019,1,Others,703,878916.0496292994
2546,Ladakh,2019,2,Peer-to-peer payments,34202,240305709.92824298
2547,Ladakh,2019,2,Recharge & bill payments,25357,10116773.366134495
2548,Ladakh,2019,2,Merchant payments,8220,7726519.367758205
2549,Ladakh,2019,2,Financial Services,86,113767.09768193656
2550,Ladakh,2019,2,Others,907,992737.2376073576
2551,Ladakh,2019,3,Peer-to-peer payments,43198,303596367.67958534
2552,Ladakh,2019,3,Recharge & bill payments,41491,18054746.121448334
2553,Ladakh,2019,3,Merchant payments,6963,8096082.971229901
2554,Ladakh,2019,3,Financial Services,48,148633.29469977494
2555,Ladakh,2019,3,Others,696,1233697.1268589406
2556,Ladakh,2019,4,Peer-to-peer payments,42095,298044908.5075786
2557,Ladakh,2019,4,Recharge & bill payments,35467,16510212.100753112
2558,Ladakh,2019,4,Merchant payments,6522,8717893.899929387
2559,Ladakh,2019,4,Financial Services,46,162760.63254625077
2560,Ladakh,2019,4,Others,576,1253584.887304229
2561,Ladakh,2020,1,Peer-to-peer payments,51560,339551900.3873952
2562,Ladakh,2020,1,Recharge & bill payments,49801,23010664.72023286
2563,Ladakh,2020,1,Merchant payments,14264,13338124.271892821
2564,Ladakh,2020,1,Financial Services,204,583108.9455483773
2565,Ladakh,2020,1,Others,590,1155879.120674257
2566,Ladakh,2020,2,Recharge & bill payments,70601,32087339.266190995
2567,Ladakh,2020,2,Peer-to-peer payments,68450,470749365.09816045
2568,Ladakh,2020,2,Merchant payments,15132,19679330.186414924
2569,Ladakh,2020,2,Financial Services,337,786069.1630768818
2570,Ladakh,2020,2,Others,490,490894.93818109273
2571,Ladakh,2020,3,Peer-to-peer payments,108345,751333715.2896031
2572,Ladakh,2020,3,Recharge & bill payments,81623,40380074.55014179
2573,Ladakh,2020,3,Merchant payments,36861,40538778.75651745
2574,Ladakh,2020,3,Financial Services,621,2334917.7832646337
2575,Ladakh,2020,3,Others,772,900013.678666259
2576,Ladakh,2020,4,Peer-to-peer payments,151582,985814864.3429123
2577,Ladakh,2020,4,Recharge & bill payments,94133,44185250.8636451
2578,Ladakh,2020,4,Merchant payments,83868,77511378.30739444
2579,Ladakh,2020,4,Financial Services,729,1965054.5898611392
2580,Ladakh,2020,4,Others,1822,2486922.4041473325
2581,Ladakh,2021,1,Peer-to-peer payments,141894,869999786.1513934
2582,Ladakh,2021,1,Recharge & bill payments,72719,35459532.4121063
2583,Ladakh,2021,1,Merchant payments,58875,74977913.47237433
2584,Ladakh,2021,1,Financial Services,629,1455016.148284281
2585,Ladakh,2021,1,Others,1298,1527565.0627209258
2586,Ladakh,2021,2,Peer-to-peer payments,209818,1259044412.4358737
2587,Ladakh,2021,2,Recharge & bill payments,95458,44754721.82815341
2588,Ladakh,2021,2,Merchant payments,92078,119608470.0411553
2589,Ladakh,2021,2,Financial Services,755,1756762.1471181023
2590,Ladakh,2021,2,Others,1607,2094729.0180191218
2591,Ladakh,2021,3,Peer-to-peer payments,330919,1917311078.1287262
2592,Ladakh,2021,3,Merchant payments,135108,233260756.5088715
2593,Ladakh,2021,3,Recharge & bill payments,121856,58750081.8151172
2594,Ladakh,2021,3,Financial Services,900,1911625.5446910746
2595,Ladakh,2021,3,Others,2204,2751201.9371823343
2596,Ladakh,2021,4,Peer-to-peer payments,337120,1804428550.1884875
2597,Ladakh,2021,4,Merchant payments,169110,284786365.9296017
2598,Ladakh,2021,4,Recharge & bill payments,120607,58403893.47253243
2599,Ladakh,2021,4,Financial Services,912,3068708.947120995
2600,Ladakh,2021,4,Others,2438,2847620.2425241945
2601,Ladakh,2022,1,Peer-to-peer payments,343041,1685241980.664183
2602,Ladakh,2022,1,Merchant payments,167100,279354508.988595
2603,Ladakh,2022,1,Recharge & bill payments,116486,56203999.28920926
2604,Ladakh,2022,1,Financial Services,1247,2023327.6779848374
2605,Ladakh,2022,1,Others,2141,2217102.222236882
