id,State,Year,Quarter,Entity_type,Entity_name,Transaction_count,Transaction_amount
1,India,2020,2,State,maharashtra,39836,6879717.0
2,India,2020,2,State,karnataka,27358,4794150.0
3,India,2020,2,State,andhra pradesh,22104,3982391.0
4,India,2020,2,State,telangana,19003,3419453.0
5,India,2020,2,State,delhi,11716,1897480.0
6,India,2020,2,State,uttar pradesh,9884,1912266.0
7,India,2020,2,State,gujarat,7697,1430591.0
8,India,2020,2,State,west bengal,7619,1432764.0
9,India,2020,2,State,haryana,6321,1179814.0
10,India,2020,2,State,madhya pradesh,6283,1198701.0
11,India,2020,2,District,bengaluru urban,20040,3301769.0
12,India,2020,2,District,pune,8699,1482628.0
13,India,2020,2,District,thane,7559,1221018.0
14,India,2020,2,District,mumbai suburban,5780,884439.0
15,India,2020,2,District,hyderabad,4783,805518.0
16,India,2020,2,District,rangareddy,4495,778492.0
17,India,2020,2,District,medchal malkajgiri,4150,711890.0
18,India,2020,2,District,visakhapatnam,3504,614212.0
19,India,2020,2,District,aurangabad,2898,509460.0
20,India,2020,2,District,anantapur,2739,485777.0
21,India,2020,2,Pincode,560068,1076,168415.0
22,India,2020,2,Pincode,560037,1034,155914.0
23,India,2020,2,Pincode,110059,895,132104.0
24,India,2020,2,Pincode,560076,802,124790.0
25,India,2020,2,Pincode,500072,760,122394.0
26,India,2020,2,Pincode,560078,742,119673.0
27,India,2020,2,Pincode,421201,668,104388.0
28,India,2020,2,Pincode,560100,651,103528.0
29,India,2020,2,Pincode,431003,651,107122.0
30,India,2020,2,Pincode,110092,638,94570.0
31,India,2020,3,State,maharashtra,71662,19230156.0
32,India,2020,3,State,karnataka,53701,12407394.0
33,India,2020,3,State,andhra pradesh,49812,12426481.0
34,India,2020,3,State,telangana,34395,8406543.0
35,India,2020,3,State,uttar pradesh,18131,4436969.0
36,India,2020,3,State,rajasthan,15235,3758527.0
37,India,2020,3,State,madhya pradesh,14476,3496126.0
38,India,2020,3,State,west bengal,12596,2878482.0
39,India,2020,3,State,gujarat,12525,3335812.0
40,India,2020,3,State,odisha,10955,2640191.0
41,India,2020,3,District,bengaluru urban,32192,6940765.0
42,India,2020,3,District,pune,18176,4567561.0
43,India,2020,3,District,visakhapatnam,7906,1892376.0
44,India,2020,3,District,thane,6951,1718946.0
45,India,2020,3,District,rangareddy,6340,1509162.0
46,India,2020,3,District,hyderabad,6331,1397580.0
47,India,2020,3,District,medchal malkajgiri,5929,1415970.0
48,India,2020,3,District,nashik,5564,1418697.0
49,India,2020,3,District,spsr nellore,5509,1259159.0
50,India,2020,3,District,krishna,4519,1093882.0
51,India,2020,3,Pincode,560068,1603,340876.0
52,India,2020,3,Pincode,560076,1148,250474.0
53,India,2020,3,Pincode,560078,1124,243443.0
54,India,2020,3,Pincode,500072,1103,243812.0
55,India,2020,3,Pincode,410501,1067,278535.0
56,India,2020,3,Pincode,345021,1003,203794.0
57,India,2020,3,Pincode,535003,968,195870.0
58,India,2020,3,Pincode,431003,926,209817.0
59,India,2020,3,Pincode,560037,923,202431.0
60,India,2020,3,Pincode,560079,904,183362.0
61,India,2020,4,State,maharashtra,44798,27113814.0
62,India,2020,4,State,karnataka,31747,26814968.0
63,India,2020,4,State,andhra pradesh,21464,12985632.0
64,India,2020,4,State,telangana,20961,11339099.0
65,India,2020,4,State,uttar pradesh,17470,14180417.0
66,India,2020,4,State,rajasthan,12509,6471573.0
67,India,2020,4,State,madhya pradesh,10653,4897124.0
68,India,2020,4,State,tamil nadu,10290,8993575.0
69,India,2020,4,State,west bengal,10233,7510455.0
70,India,2020,4,State,gujarat,9990,6055037.0
71,India,2020,4,District,bengaluru urban,18485,15922383.0
72,India,2020,4,District,pune,8211,4862704.0
73,India,2020,4,District,thane,5939,4405413.0
74,India,2020,4,District,mumbai suburban,4631,3301120.0
75,India,2020,4,District,hyderabad,3682,1892565.0
76,India,2020,4,District,rangareddy,3486,2124943.0
77,India,2020,4,District,visakhapatnam,3464,2203761.0
78,India,2020,4,District,jaipur,3318,1641429.0
79,India,2020,4,District,medchal malkajgiri,3298,2034226.0
80,India,2020,4,District,nashik,2903,1492155.0
81,India,2020,4,Pincode,560068,849,653177.0
82,India,2020,4,Pincode,421302,609,459248.0
83,India,2020,4,Pincode,560079,565,461758.0
84,India,2020,4,Pincode,500072,554,307425.0
85,India,2020,4,Pincode,560078,536,398681.0
86,India,2020,4,Pincode,560076,525,495928.0
87,India,2020,4,Pincode,560037,511,384244.0
88,India,2020,4,Pincode,201301,496,320628.0
89,India,2020,4,Pincode,560043,495,437875.0
90,India,2020,4,Pincode,421201,465,347630.0
91,India,2021,1,State,maharashtra,55792,33137753.0
92,India,2021,1,State,karnataka,37595,30183325.0
93,India,2021,1,State,telangana,28298,14810947.0
94,India,2021,1,State,uttar pradesh,24103,18027573.0
95,India,2021,1,State,andhra pradesh,22105,12749874.0
96,India,2021,1,State,rajasthan,17800,8074225.0
97,India,2021,1,State,west bengal,15488,11172042.0
98,India,2021,1,State,madhya pradesh,14427,5567927.0
99,India,2021,1,State,tamil nadu,14406,11180849.0
100,India,2021,1,State,delhi,12822,9655261.0
101,India,2021,1,District,bengaluru urban,21606,17636524.0
102,India,2021,1,District,pune,10913,6482027.0
103,India,2021,1,District,thane,6971,4869909.0
104,India,2021,1,District,mumbai suburban,5505,3893302.0
105,India,2021,1,District,hyderabad,5067,2446647.0
106,India,2021,1,District,rangareddy,4821,2864273.0
107,India,2021,1,District,jaipur,4630,2056318.0
108,India,2021,1,District,medchal malkajgiri,4375,2393448.0
109,India,2021,1,District,visakhapatnam,4006,2403199.0
110,India,2021,1,District,kolkata,3750,2611912.0
111,India,2021,1,Pincode,560068,870,614123.0
112,India,2021,1,Pincode,421302,802,538000.0
113,India,2021,1,Pincode,700046,750,471141.0
114,India,2021,1,Pincode,201301,697,383781.0
115,India,2021,1,Pincode,560043,682,549677.0
116,India,2021,1,Pincode,500072,677,374999.0
117,India,2021,1,Pincode,560078,658,521459.0
118,India,2021,1,Pincode,410501,649,265413.0
119,India,2021,1,Pincode,560091,648,492850.0
120,India,2021,1,Pincode,110059,632,446103.0
121,India,2021,2,State,maharashtra,70381,46763103.0
122,India,2021,2,State,karnataka,40969,39501006.0
123,India,2021,2,State,andhra pradesh,33205,22730687.0
124,India,2021,2,State,telangana,28870,20935651.0
125,India,2021,2,State,uttar pradesh,25952,25137571.0
126,India,2021,2,State,rajasthan,18281,14357445.0
127,India,2021,2,State,tamil nadu,17682,16444344.0
128,India,2021,2,State,west bengal,15200,12396029.0
129,India,2021,2,State,madhya pradesh,14803,9787391.0
130,India,2021,2,State,gujarat,14676,10263998.0
131,India,2021,2,District,bengaluru urban,21918,19572756.0
132,India,2021,2,District,pune,14949,9422249.0
133,India,2021,2,District,thane,7446,5734857.0
134,India,2021,2,District,rangareddy,5618,4515303.0
135,India,2021,2,District,hyderabad,5616,3945773.0
136,India,2021,2,District,prakasam,5308,2719134.0
137,India,2021,2,District,mumbai suburban,5293,3659655.0
138,India,2021,2,District,medchal malkajgiri,5094,3743459.0
139,India,2021,2,District,visakhapatnam,4655,3497573.0
140,India,2021,2,District,nashik,4607,2827696.0
141,India,2021,2,Pincode,523002,1409,631953.0
142,India,2021,2,Pincode,110042,1036,537398.0
143,India,2021,2,Pincode,560068,982,719927.0
144,India,2021,2,Pincode,410501,948,578550.0
145,India,2021,2,Pincode,500072,915,574372.0
146,India,2021,2,Pincode,421302,783,586297.0
147,India,2021,2,Pincode,712138,724,263805.0
148,India,2021,2,Pincode,411033,722,405598.0
149,India,2021,2,Pincode,560076,719,556220.0
150,India,2021,2,Pincode,412105,713,452166.0
151,India,2021,3,State,maharashtra,52268,41313307.0
152,India,2021,3,State,karnataka,47468,48078366.0
153,India,2021,3,State,uttar pradesh,32799,32641118.0
154,India,2021,3,State,telangana,27080,20925217.0
155,India,2021,3,State,west bengal,24839,21424337.0
156,India,2021,3,State,tamil nadu,23107,23402918.0
157,India,2021,3,State,andhra pradesh,23075,19914338.0
158,India,2021,3,State,bihar,18030,18234941.0
159,India,2021,3,State,delhi,16679,15007079.0
160,India,2021,3,State,rajasthan,16643,12793862.0
161,India,2021,3,District,bengaluru urban,27498,26210017.0
162,India,2021,3,District,pune,9943,8127896.0
163,India,2021,3,District,thane,7829,6194341.0
164,India,2021,3,District,mumbai suburban,5520,4552921.0
165,India,2021,3,District,hyderabad,5201,3813732.0
166,India,2021,3,District,rangareddy,5064,4209112.0
167,India,2021,3,District,medchal malkajgiri,4896,3968450.0
168,India,2021,3,District,kolkata,4808,3468389.0
169,India,2021,3,District,gurugram,4501,3651728.0
170,India,2021,3,District,chennai,4367,3861435.0
171,India,2021,3,Pincode,712138,1350,480755.0
172,India,2021,3,Pincode,421301,1176,670772.0
173,India,2021,3,Pincode,560068,1126,984821.0
174,India,2021,3,Pincode,421302,1001,736789.0
175,India,2021,3,Pincode,122001,866,704138.0
176,India,2021,3,Pincode,201301,846,600065.0
177,India,2021,3,Pincode,560058,841,725815.0
178,India,2021,3,Pincode,122006,806,481888.0
179,India,2021,3,Pincode,500072,803,638626.0
180,India,2021,3,Pincode,560043,800,743863.0
181,India,2021,4,State,maharashtra,82423,93262227.0
182,India,2021,4,State,karnataka,74436,90723288.0
183,India,2021,4,State,uttar pradesh,44132,59654951.0
184,India,2021,4,State,telangana,34848,38845492.0
185,India,2021,4,State,delhi,34251,36578331.0
186,India,2021,4,State,tamil nadu,33037,42184290.0
187,India,2021,4,State,west bengal,26320,31282871.0
188,India,2021,4,State,andhra pradesh,25423,31610335.0
189,India,2021,4,State,bihar,22456,27313813.0
190,India,2021,4,State,haryana,19489,25885838.0
191,India,2021,4,District,bengaluru urban,44650,50064816.0
192,India,2021,4,District,pune,16039,18693479.0
193,India,2021,4,District,thane,13362,13856390.0
194,India,2021,4,District,mumbai suburban,9319,9168680.0
195,India,2021,4,District,hyderabad,7016,7001072.0
196,India,2021,4,District,rangareddy,6835,7932450.0
197,India,2021,4,District,medchal malkajgiri,6553,7341035.0
198,India,2021,4,District,gurugram,5951,6492219.0
199,India,2021,4,District,chennai,5769,6143037.0
200,India,2021,4,District,jaipur,5571,6278712.0
201,India,2021,4,Pincode,560068,1839,1905289.0
202,India,2021,4,Pincode,110059,1509,1603319.0
203,India,2021,4,Pincode,421301,1473,1157196.0
204,India,2021,4,Pincode,421302,1471,1338786.0
205,India,2021,4,Pincode,560078,1372,1472700.0
206,India,2021,4,Pincode,560076,1308,1508537.0
207,India,2021,4,Pincode,560043,1285,1483440.0
208,India,2021,4,Pincode,560058,1237,1231686.0
209,India,2021,4,Pincode,110086,1220,1265728.0
210,India,2021,4,Pincode,560091,1201,1265605.0
211,India,2022,1,State,karnataka,95640,130733580.0
212,India,2022,1,State,maharashtra,88015,117411928.0
213,India,2022,1,State,tamil nadu,47621,64969045.0
214,India,2022,1,State,uttar pradesh,45996,73014969.0
215,India,2022,1,State,west bengal,38779,51160527.0
216,India,2022,1,State,kerala,37110,64172190.0
217,India,2022,1,State,telangana,36325,51942016.0
218,India,2022,1,State,andhra pradesh,29954,42648157.0
219,India,2022,1,State,delhi,28232,35442069.0
220,India,2022,1,State,haryana,22783,32526943.0
221,India,2022,1,District,bengaluru urban,57549,71700148.0
222,India,2022,1,District,pune,17790,24312875.0
223,India,2022,1,District,thane,14272,16536659.0
224,India,2022,1,District,mumbai suburban,10457,11756037.0
225,India,2022,1,District,chennai,9138,9949256.0
226,India,2022,1,District,hyderabad,7434,9813417.0
227,India,2022,1,District,medchal malkajgiri,7300,10383529.0
228,India,2022,1,District,rangareddy,7261,10851640.0
229,India,2022,1,District,kolkata,6763,7736401.0
230,India,2022,1,District,gurugram,6642,8138262.0
231,India,2022,1,Pincode,560068,2349,2922542.0
232,India,2022,1,Pincode,560076,1718,2181826.0
233,India,2022,1,Pincode,560043,1713,2402868.0
234,India,2022,1,Pincode,560058,1699,1800069.0
235,India,2022,1,Pincode,421302,1673,1688051.0
236,India,2022,1,Pincode,560078,1671,1970551.0
237,India,2022,1,Pincode,560091,1656,2065687.0
238,India,2022,1,Pincode,110059,1416,1666849.0
239,India,2022,1,Pincode,560079,1358,1534187.0
240,India,2022,1,Pincode,560064,1288,1709573.0
241,India,2022,2,State,karnataka,93385,123228632.0
242,India,2022,2,State,maharashtra,80935,104603934.0
243,India,2022,2,State,uttar pradesh,55133,77434953.0
244,India,2022,2,State,tamil nadu,46714,61835120.0
245,India,2022,2,State,telangana,45600,58056956.0
246,India,2022,2,State,kerala,35667,59920203.0
247,India,2022,2,State,west bengal,33542,41737021.0
248,India,2022,2,State,andhra pradesh,32185,41708072.0
249,India,2022,2,State,delhi,26378,31787281.0
250,India,2022,2,State,gujarat,25381,32090965.0
251,India,2022,2,District,bengaluru urban,57934,69731242.0
252,India,2022,2,District,pune,18712,24072589.0
253,India,2022,2,District,thane,12306,14514282.0
254,India,2022,2,District,rangareddy,10065,13653367.0
255,India,2022,2,District,mumbai suburban,9944,10743651.0
256,India,2022,2,District,hyderabad,9542,11365866.0
257,India,2022,2,District,chennai,8966,9428379.0
258,India,2022,2,District,medchal malkajgiri,8919,11248856.0
259,India,2022,2,District,jaipur,7224,9069667.0
260,India,2022,2,District,ahmadabad,6962,8565312.0
261,India,2022,2,Pincode,560068,2692,3077564.0
262,India,2022,2,Pincode,560037,1860,2052163.0
263,India,2022,2,Pincode,560078,1844,2105323.0
264,India,2022,2,Pincode,560076,1835,2129897.0
265,India,2022,2,Pincode,500072,1794,2115388.0
266,India,2022,2,Pincode,560043,1755,2171198.0
267,India,2022,2,Pincode,560091,1405,1565112.0
268,India,2022,2,Pincode,560100,1389,1710571.0
269,India,2022,2,Pincode,201301,1312,1413747.0
270,India,2022,2,Pincode,203001,1297,774861.0
271,India,2022,3,State,karnataka,110273,144605784.0
272,India,2022,3,State,maharashtra,90958,113835208.0
273,India,2022,3,State,uttar pradesh,64514,87703512.0
274,India,2022,3,State,tamil nadu,64356,79747520.0
275,India,2022,3,State,kerala,54587,85390924.0
276,India,2022,3,State,telangana,51465,64798126.0
277,India,2022,3,State,west bengal,47853,59092307.0
278,India,2022,3,State,andhra pradesh,39301,48791931.0
279,India,2022,3,State,delhi,35944,41570160.0
280,India,2022,3,State,haryana,35346,45402800.0
281,India,2022,3,District,bengaluru urban,64593,79303480.0
282,India,2022,3,District,pune,19899,24823260.0
283,India,2022,3,District,thane,13402,15693837.0
284,India,2022,3,District,chennai,12059,12069618.0
285,India,2022,3,District,rangareddy,11801,15523643.0
286,India,2022,3,District,mumbai suburban,11136,11840245.0
287,India,2022,3,District,hyderabad,10560,12374531.0
288,India,2022,3,District,medchal malkajgiri,10158,12806190.0
289,India,2022,3,District,gurugram,10085,10744733.0
290,India,2022,3,District,jaipur,9778,11871696.0
291,India,2022,3,Pincode,560068,2861,3528404.0
292,India,2022,3,Pincode,500072,2176,2594114.0
293,India,2022,3,Pincode,560037,2120,2606805.0
294,India,2022,3,Pincode,560043,2030,2571392.0
295,India,2022,3,Pincode,560076,1945,2478555.0
296,India,2022,3,Pincode,122001,1932,1913882.0
297,India,2022,3,Pincode,560078,1912,2228186.0
298,India,2022,3,Pincode,201301,1886,1908594.0
299,India,2022,3,Pincode,560058,1610,1917287.0
300,India,2022,3,Pincode,560091,1561,1858018.0
301,India,2022,4,State,karnataka,133971,185063287.0
302,India,2022,4,State,maharashtra,125900,174915648.0
303,India,2022,4,State,tamil nadu,125491,146457790.0
304,India,2022,4,State,uttar pradesh,77022,116755813.0
305,India,2022,4,State,kerala,65563,103982997.0
306,India,2022,4,State,telangana,64655,88544127.0
307,India,2022,4,State,west bengal,54277,70466433.0
308,India,2022,4,State,delhi,48908,60603173.0
309,India,2022,4,State,andhra pradesh,44329,58043239.0
310,India,2022,4,State,rajasthan,40926,60792838.0
311,India,2022,4,District,bengaluru urban,78817,101938016.0
312,India,2022,4,District,pune,27018,38292195.0
313,India,2022,4,District,chennai,21588,21184965.0
314,India,2022,4,District,thane,20282,24614041.0
315,India,2022,4,District,mumbai suburban,16192,18884324.0
316,India,2022,4,District,rangareddy,15005,21565381.0
317,India,2022,4,District,thiruvallur,14602,15650997.0
318,India,2022,4,District,medchal malkajgiri,12852,17986714.0
319,India,2022,4,District,hyderabad,12819,15945642.0
320,India,2022,4,District,coimbatore,12780,15595276.0
321,India,2022,4,Pincode,560068,3419,4310528.0
322,India,2022,4,Pincode,500072,2486,3151661.0
323,India,2022,4,Pincode,560043,2468,3499600.0
324,India,2022,4,Pincode,560037,2424,3146560.0
325,India,2022,4,Pincode,560076,2391,3129589.0
326,India,2022,4,Pincode,560078,2388,3105356.0
327,India,2022,4,Pincode,201301,2193,2399892.0
328,India,2022,4,Pincode,421302,2085,2245940.0
329,India,2022,4,Pincode,122001,2037,2580157.0
330,India,2022,4,Pincode,560058,1998,2274976.0
331,India,2023,1,State,karnataka,127376,186543426.0
332,India,2023,1,State,maharashtra,112174,166596248.0
333,India,2023,1,State,tamil nadu,90690,116710222.0
334,India,2023,1,State,uttar pradesh,73080,127110494.0
335,India,2023,1,State,kerala,62377,101786828.0
336,India,2023,1,State,west bengal,56833,77461732.0
337,India,2023,1,State,telangana,54508,82678207.0
338,India,2023,1,State,delhi,45821,61040038.0
339,India,2023,1,State,haryana,37287,61127194.0
340,India,2023,1,State,andhra pradesh,34920,51963355.0
341,India,2023,1,District,bengaluru urban,75238,103829030.0
342,India,2023,1,District,pune,24852,37388150.0
343,India,2023,1,District,chennai,20140,20511279.0
344,India,2023,1,District,thane,18419,23430698.0
345,India,2023,1,District,mumbai suburban,14976,17928673.0
346,India,2023,1,District,rangareddy,13622,21152107.0
347,India,2023,1,District,thiruvallur,11786,13822733.0
348,India,2023,1,District,medchal malkajgiri,11454,16935012.0
349,India,2023,1,District,north twenty four parganas,11211,15232572.0
350,India,2023,1,District,ernakulam,11073,17476806.0
351,India,2023,1,Pincode,560068,3214,4091377.0
352,India,2023,1,Pincode,560043,2365,3356228.0
353,India,2023,1,Pincode,560076,2282,3399622.0
354,India,2023,1,Pincode,560037,2272,3261324.0
355,India,2023,1,Pincode,500072,2244,3175666.0
356,India,2023,1,Pincode,201301,2080,2580701.0
357,India,2023,1,Pincode,560078,2018,2904918.0
358,India,2023,1,Pincode,122001,2018,2513445.0
359,India,2023,1,Pincode,560058,1931,2145047.0
360,India,2023,1,Pincode,411057,1914,2708878.0
361,India,2023,2,State,karnataka,117232,175704013.0
362,India,2023,2,State,maharashtra,102754,157303399.0
363,India,2023,2,State,tamil nadu,79698,105328191.0
364,India,2023,2,State,uttar pradesh,74194,122522457.0
365,India,2023,2,State,kerala,61032,100620604.0
366,India,2023,2,State,telangana,55118,79238968.0
367,India,2023,2,State,west bengal,49792,65204280.0
368,India,2023,2,State,delhi,41358,54951108.0
369,India,2023,2,State,haryana,40710,62186066.0
370,India,2023,2,State,rajasthan,37170,61301449.0
371,India,2023,2,District,bengaluru urban,69812,99096628.0
372,India,2023,2,District,pune,25943,39373541.0
373,India,2023,2,District,chennai,15678,16453783.0
374,India,2023,2,District,thane,15403,20442020.0
375,India,2023,2,District,rangareddy,13998,20753771.0
376,India,2023,2,District,mumbai suburban,12717,15575502.0
377,India,2023,2,District,medchal malkajgiri,11833,17077694.0
378,India,2023,2,District,gurugram,11759,15891257.0
379,India,2023,2,District,jaipur,11344,16436901.0
380,India,2023,2,District,thiruvallur,10840,12569262.0
381,India,2023,2,Pincode,560068,3141,3959944.0
382,India,2023,2,Pincode,560037,2575,3376141.0
383,India,2023,2,Pincode,500072,2534,3686902.0
384,India,2023,2,Pincode,560076,2184,3330509.0
385,India,2023,2,Pincode,122001,2154,2955207.0
386,India,2023,2,Pincode,560043,2126,3158190.0
387,India,2023,2,Pincode,560078,2051,2883618.0
388,India,2023,2,Pincode,201301,1992,2418828.0
389,India,2023,2,Pincode,411057,1944,2581267.0
390,India,2023,2,Pincode,560100,1843,2510992.0
391,India,2023,3,State,karnataka,139699,199448538.0
392,India,2023,3,State,maharashtra,104872,151171882.0
393,India,2023,3,State,tamil nadu,91069,114625593.0
394,India,2023,3,State,uttar pradesh,78940,121483170.0
395,India,2023,3,State,kerala,66059,110021582.0
396,India,2023,3,State,telangana,61523,84397465.0
397,India,2023,3,State,west bengal,58131,76359312.0
398,India,2023,3,State,gujarat,51049,65768085.0
399,India,2023,3,State,delhi,47113,58878500.0
400,India,2023,3,State,andhra pradesh,43150,57802396.0
401,India,2023,3,District,bengaluru urban,81520,109497225.0
402,India,2023,3,District,pune,25053,36210265.0
403,India,2023,3,District,chennai,17189,16904783.0
404,India,2023,3,District,rangareddy,16236,23374057.0
405,India,2023,3,District,thane,14544,18428928.0
406,India,2023,3,District,ahmadabad,13645,16204152.0
407,India,2023,3,District,gurugram,13467,16796070.0
408,India,2023,3,District,surat,13306,13249715.0
409,India,2023,3,District,medchal malkajgiri,13044,17698951.0
410,India,2023,3,District,mumbai suburban,12754,14762376.0
411,India,2023,3,Pincode,560068,3688,4646310.0
412,India,2023,3,Pincode,560037,2892,3957250.0
413,India,2023,3,Pincode,500072,2646,3365765.0
414,India,2023,3,Pincode,560076,2534,3590807.0
415,India,2023,3,Pincode,122001,2457,3051171.0
416,India,2023,3,Pincode,560043,2443,3288213.0
417,India,2023,3,Pincode,560078,2402,3244684.0
418,India,2023,3,Pincode,201301,2320,2626339.0
419,India,2023,3,Pincode,560100,2147,2864673.0
420,India,2023,3,Pincode,411057,2098,2821693.0
421,India,2023,4,State,karnataka,156076,248056311.0
422,India,2023,4,State,maharashtra,136968,217657114.0
423,India,2023,4,State,tamil nadu,104871,139433796.0
424,India,2023,4,State,uttar pradesh,92125,165509877.0
425,India,2023,4,State,kerala,73543,121905046.0
426,India,2023,4,State,west bengal,72712,100365562.0
427,India,2023,4,State,telangana,63993,105605522.0
428,India,2023,4,State,delhi,56336,77332401.0
429,India,2023,4,State,rajasthan,49741,94701652.0
430,India,2023,4,State,haryana,47506,80747159.0
431,India,2023,4,District,bengaluru urban,88349,133137089.0
432,India,2023,4,District,pune,30243,50492209.0
433,India,2023,4,District,thane,21339,28481783.0
434,India,2023,4,District,mumbai suburban,18186,22723247.0
435,India,2023,4,District,chennai,18144,19953865.0
436,India,2023,4,District,rangareddy,16541,29175361.0
437,India,2023,4,District,jaipur,14759,25167653.0
438,India,2023,4,District,gurugram,14118,20950373.0
439,India,2023,4,District,north twenty four parganas,13483,19211808.0
440,India,2023,4,District,ernakulam,13336,21283249.0
441,India,2023,4,Pincode,560068,3947,5606578.0
442,India,2023,4,Pincode,560037,2973,4120542.0
443,India,2023,4,Pincode,560043,2809,4454698.0
444,India,2023,4,Pincode,560076,2591,4025991.0
445,India,2023,4,Pincode,411057,2574,4010497.0
446,India,2023,4,Pincode,500072,2539,4276139.0
447,India,2023,4,Pincode,201301,2521,3339961.0
448,India,2023,4,Pincode,560078,2515,3710977.0
449,India,2023,4,Pincode,122001,2474,3601541.0
450,India,2023,4,Pincode,110059,2330,3163916.0
451,India,2024,1,State,karnataka,169357,264708700.0
452,India,2024,1,State,maharashtra,149016,224725389.0
453,India,2024,1,State,tamil nadu,111521,148976175.0
454,India,2024,1,State,uttar pradesh,103701,176442664.0
455,India,2024,1,State,west bengal,79576,104987909.0
456,India,2024,1,State,kerala,73106,115101791.0
457,India,2024,1,State,telangana,67388,105607539.0
458,India,2024,1,State,rajasthan,59127,102926410.0
459,India,2024,1,State,delhi,53050,76232346.0
460,India,2024,1,State,bihar,51592,63844442.0
461,India,2024,1,District,bengaluru urban,90180,142519454.0
462,India,2024,1,District,pune,31744,51048763.0
463,India,2024,1,District,chennai,20315,23283126.0
464,India,2024,1,District,thane,20270,27149287.0
465,India,2024,1,District,mumbai suburban,17918,22557721.0
466,India,2024,1,District,rangareddy,16320,28043767.0
467,India,2024,1,District,jaipur,15526,26905546.0
468,India,2024,1,District,gurugram,14505,21783690.0
469,India,2024,1,District,north twenty four parganas,14070,19836922.0
470,India,2024,1,District,thiruvallur,13891,17283816.0
471,India,2024,1,Pincode,560068,3871,5672343.0
472,India,2024,1,Pincode,560076,2776,4596888.0
473,India,2024,1,Pincode,560037,2685,3989582.0
474,India,2024,1,Pincode,560043,2655,4698522.0
475,India,2024,1,Pincode,560078,2621,4342390.0
476,India,2024,1,Pincode,122001,2542,3582671.0
477,India,2024,1,Pincode,201301,2451,3288770.0
478,India,2024,1,Pincode,411057,2366,3619740.0
479,India,2024,1,Pincode,500072,2338,3847111.0
480,India,2024,1,Pincode,560100,2288,3663878.0
481,India,2024,2,State,karnataka,142599,239304982.0
482,India,2024,2,State,maharashtra,118933,198945046.0
483,India,2024,2,State,tamil nadu,97348,135972378.0
484,India,2024,2,State,uttar pradesh,92458,159894258.0
485,India,2024,2,State,west bengal,67048,89476633.0
486,India,2024,2,State,kerala,65271,108142369.0
487,India,2024,2,State,telangana,56941,96037304.0
488,India,2024,2,State,rajasthan,55241,95504657.0
489,India,2024,2,State,bihar,49101,65285065.0
490,India,2024,2,State,delhi,46189,68046072.0
491,India,2024,2,District,bengaluru urban,74985,126101324.0
492,India,2024,2,District,pune,26444,46956580.0
493,India,2024,2,District,chennai,18043,21201607.0
494,India,2024,2,District,jaipur,15812,26736985.0
495,India,2024,2,District,thane,15340,22859227.0
496,India,2024,2,District,rangareddy,14737,27179956.0
497,India,2024,2,District,mumbai suburban,14014,18993290.0
498,India,2024,2,District,gurugram,12964,18926670.0
499,India,2024,2,District,north twenty four parganas,12366,17517949.0
500,India,2024,2,District,thiruvallur,12220,16133783.0
501,India,2024,2,Pincode,560068,3282,5271425.0
502,India,2024,2,Pincode,560037,2469,4089538.0
503,India,2024,2,Pincode,122001,2356,3374341.0
504,India,2024,2,Pincode,560076,2238,3928312.0
505,India,2024,2,Pincode,560043,2235,3997393.0
506,India,2024,2,Pincode,560078,2193,3581757.0
507,India,2024,2,Pincode,201301,2172,3036110.0
508,India,2024,2,Pincode,411057,2103,3395840.0
509,India,2024,2,Pincode,500072,1966,3066397.0
510,India,2024,2,Pincode,560100,1961,3095214.0
511,India,2024,3,State,karnataka,174990,287393291.0
512,India,2024,3,State,maharashtra,119776,201319952.0
513,India,2024,3,State,tamil nadu,116867,162128271.0
514,India,2024,3,State,uttar pradesh,92930,157303596.0
515,India,2024,3,State,kerala,79123,131721699.0
516,India,2024,3,State,west bengal,77158,107451766.0
517,India,2024,3,State,telangana,64873,110715264.0
518,India,2024,3,State,rajasthan,64533,108827800.0
519,India,2024,3,State,haryana,49735,79198642.0
520,India,2024,3,State,delhi,49150,71139489.0
521,India,2024,3,District,bengaluru urban,96935,156230238.0
522,India,2024,3,District,chennai,35114,42146763.0
523,India,2024,3,District,pune,26286,46687498.0
524,India,2024,3,District,jaipur,15969,25033274.0
525,India,2024,3,District,rangareddy,15791,29402130.0
526,India,2024,3,District,thane,15453,22511361.0
527,India,2024,3,District,gurugram,14956,21502434.0
528,India,2024,3,District,north twenty four parganas,14047,20510127.0
529,India,2024,3,District,ernakulam,14031,23407883.0
530,India,2024,3,District,medchal malkajgiri,13882,23616761.0
531,India,2024,3,Pincode,560068,3453,5413163.0
532,India,2024,3,Pincode,560100,3241,5455946.0
533,India,2024,3,Pincode,560037,2876,4315416.0
534,India,2024,3,Pincode,560066,2654,4668286.0
535,India,2024,3,Pincode,560076,2402,4241341.0
536,India,2024,3,Pincode,201301,2329,3345795.0
537,India,2024,3,Pincode,500072,2327,3766931.0
538,India,2024,3,Pincode,560091,2326,3714785.0
539,India,2024,3,Pincode,122001,2270,3090606.0
540,India,2024,3,Pincode,560103,2228,3764086.0
541,India,2024,4,State,karnataka,183532,305861806.0
542,India,2024,4,State,maharashtra,168078,266942711.0
543,India,2024,4,State,tamil nadu,127002,173784251.0
544,India,2024,4,State,uttar pradesh,116589,199179867.0
