id,State,Year,Quarter,Entity_type,Entity_name,Registered_users
5074,Delhi,2023,2,District,central delhi,1690547
5075,Delhi,2023,2,District,new delhi,1682305
5076,Delhi,2023,2,District,north,1471979
5077,Delhi,2023,2,District,south west,1383364
5078,Delhi,2023,2,District,east,1275831
5079,Delhi,2023,2,District,south,1209741
5080,Delhi,2023,2,District,shahdara,1046614
5081,Delhi,2023,2,Pincode,110059,744061
5082,Delhi,2023,2,Pincode,110092,577301
5083,Delhi,2023,2,Pincode,110086,520976
5084,Delhi,2023,2,Pincode,110044,459541
5085,Delhi,2023,2,Pincode,110041,457756
5086,Delhi,2023,2,Pincode,110094,413225
5087,Delhi,2023,2,Pincode,110085,413127
5088,Delhi,2023,2,Pincode,110053,407624
5089,Delhi,2023,2,Pincode,110096,400907
5090,Delhi,2023,2,Pincode,110042,397341
5091,Delhi,2023,3,District,west,2641529
5092,Delhi,2023,3,District,south east delhi,2133173
5093,Delhi,2023,3,District,north west,1866671
5094,Delhi,2023,3,District,central delhi,1754227
5095,Delhi,2023,3,District,new delhi,1744588
5096,Delhi,2023,3,District,north,1528582
5097,Delhi,2023,3,District,south west,1435544
5098,Delhi,2023,3,District,east,1322844
5099,Delhi,2023,3,District,south,1254751
5100,Delhi,2023,3,District,shahdara,1086372
5101,Delhi,2023,3,Pincode,110059,772107
5102,Delhi,2023,3,Pincode,110092,598195
5103,Delhi,2023,3,Pincode,110086,540985
5104,Delhi,2023,3,Pincode,110044,477143
5105,Delhi,2023,3,Pincode,110041,475553
5106,Delhi,2023,3,Pincode,110094,429279
5107,Delhi,2023,3,Pincode,110085,428343
5108,Delhi,2023,3,Pincode,110053,423667
5109,Delhi,2023,3,Pincode,110096,415834
5110,Delhi,2023,3,Pincode,110042,413005
5111,Delhi,2023,4,District,west,2732926
5112,Delhi,2023,4,District,south east delhi,2207076
5113,Delhi,2023,4,District,north west,1933267
5114,Delhi,2023,4,District,central delhi,1815323
5115,Delhi,2023,4,District,new delhi,1803952
5116,Delhi,2023,4,District,north,1583005
5117,Delhi,2023,4,District,south west,1484762
5118,Delhi,2023,4,District,east,1367614
5119,Delhi,2023,4,District,south,1296849
5120,Delhi,2023,4,District,shahdara,1124343
5121,Delhi,2023,4,Pincode,110059,798856
5122,Delhi,2023,4,Pincode,110092,617934
5123,Delhi,2023,4,Pincode,110086,561319
5124,Delhi,2023,4,Pincode,110044,494483
5125,Delhi,2023,4,Pincode,110041,493201
5126,Delhi,2023,4,Pincode,110094,444837
5127,Delhi,2023,4,Pincode,110085,442488
5128,Delhi,2023,4,Pincode,110053,438988
5129,Delhi,2023,4,Pincode,110096,430061
5130,Delhi,2023,4,Pincode,110042,428202
5131,Delhi,2024,1,District,west,2837958
5132,Delhi,2024,1,District,south east delhi,2291746
5133,Delhi,2024,1,District,north west,2008098
5134,Delhi,2024,1,District,central delhi,1884700
5135,Delhi,2024,1,District,new delhi,1871468
5136,Delhi,2024,1,District,north,1644670
5137,Delhi,2024,1,District,south west,1541622
5138,Delhi,2024,1,District,east,1418866
5139,Delhi,2024,1,District,south,1345231
5140,Delhi,2024,1,District,shahdara,1167913
5141,Delhi,2024,1,Pincode,110059,829414
5142,Delhi,2024,1,Pincode,110092,640499
5143,Delhi,2024,1,Pincode,110086,583639
5144,Delhi,2024,1,Pincode,110044,513673
5145,Delhi,2024,1,Pincode,110041,513299
5146,Delhi,2024,1,Pincode,110094,462468
5147,Delhi,2024,1,Pincode,110085,458957
5148,Delhi,2024,1,Pincode,110053,456507
5149,Delhi,2024,1,Pincode,110096,446305
5150,Delhi,2024,1,Pincode,110042,445367
5151,Delhi,2024,2,District,west,2945032
5152,Delhi,2024,2,District,south east delhi,2378417
5153,Delhi,2024,2,District,north west,2085373
5154,Delhi,2024,2,District,central delhi,1956609
5155,Delhi,2024,2,District,new delhi,1940666
5156,Delhi,2024,2,District,north,1707431
5157,Delhi,2024,2,District,south west,1599704
5158,Delhi,2024,2,District,east,1471663
5159,Delhi,2024,2,District,south,1395197
5160,Delhi,2024,2,District,shahdara,1212695
5161,Delhi,2024,2,Pincode,110059,860657
5162,Delhi,2024,2,Pincode,110092,664004
5163,Delhi,2024,2,Pincode,110086,606637
5164,Delhi,2024,2,Pincode,110044,533714
5165,Delhi,2024,2,Pincode,110041,533351
5166,Delhi,2024,2,Pincode,110094,480546
5167,Delhi,2024,2,Pincode,110085,475853
5168,Delhi,2024,2,Pincode,110053,474265
5169,Delhi,2024,2,Pincode,110096,463060
5170,Delhi,2024,2,Pincode,110042,462808
5171,Delhi,2024,3,District,west,2715492
5172,Delhi,2024,3,District,south east,2262427
5173,Delhi,2024,3,District,central delhi,1990109
5174,Delhi,2024,3,District,north west,1907401
5175,Delhi,2024,3,District,north,1686282
5176,Delhi,2024,3,District,new delhi,1633520
5177,Delhi,2024,3,District,south west,1419174
5178,Delhi,2024,3,District,south,1307337
5179,Delhi,2024,3,District,east,1256144
5180,Delhi,2024,3,District,shahdara,1189211
5181,Delhi,2024,3,Pincode,110059,808649
5182,Delhi,2024,3,Pincode,110092,640039
5183,Delhi,2024,3,Pincode,110094,572978
5184,Delhi,2024,3,Pincode,110086,564824
5185,Delhi,2024,3,Pincode,110044,511337
5186,Delhi,2024,3,Pincode,110041,503783
5187,Delhi,2024,3,Pincode,110053,421565
5188,Delhi,2024,3,Pincode,110085,415633
5189,Delhi,2024,3,Pincode,110042,413179
5190,Delhi,2024,3,Pincode,110084,406578
5191,Delhi,2024,4,District,west,2781222
5192,Delhi,2024,4,District,south east,2320701
5193,Delhi,2024,4,District,central delhi,2040406
5194,Delhi,2024,4,District,north west,1953572
5195,Delhi,2024,4,District,north,1727450
5196,Delhi,2024,4,District,new delhi,1676758
5197,Delhi,2024,4,District,south west,1452225
5198,Delhi,2024,4,District,south,1340531
5199,Delhi,2024,4,District,east,1285131
5200,Delhi,2024,4,District,shahdara,1217468
5201,Delhi,2024,4,Pincode,110059,826819
5202,Delhi,2024,4,Pincode,110092,654020
5203,Delhi,2024,4,Pincode,110094,587845
5204,Delhi,2024,4,Pincode,110086,578378
5205,Delhi,2024,4,Pincode,110044,522834
5206,Delhi,2024,4,Pincode,110041,516205
5207,Delhi,2024,4,Pincode,110053,432535
5208,Delhi,2024,4,Pincode,110085,425910
5209,Delhi,2024,4,Pincode,110042,423578
5210,Delhi,2024,4,Pincode,110084,414907
5211,Goa,2018,1,District,north goa,57769
5212,Goa,2018,1,District,south goa,34167
5213,Goa,2018,1,Pincode,403516,6466
5214,Goa,2018,1,Pincode,403601,5251
5215,Goa,2018,1,Pincode,403001,5240
5216,Goa,2018,1,Pincode,403401,5138
5217,Goa,2018,1,Pincode,403802,3850
5218,Goa,2018,1,Pincode,403722,3844
5219,Goa,2018,1,Pincode,403507,3831
5220,Goa,2018,1,Pincode,403521,2841
5221,Goa,2018,1,Pincode,403515,2443
5222,Goa,2018,1,Pincode,403509,2386
5223,Goa,2018,2,District,north goa,76192
5224,Goa,2018,2,District,south goa,45982
5225,Goa,2018,2,Pincode,403516,8301
5226,Goa,2018,2,Pincode,403001,7089
5227,Goa,2018,2,Pincode,403601,6974
5228,Goa,2018,2,Pincode,403401,6685
5229,Goa,2018,2,Pincode,403722,5343
5230,Goa,2018,2,Pincode,403802,5119
5231,Goa,2018,2,Pincode,403507,4991
5232,Goa,2018,2,Pincode,403521,3804
5233,Goa,2018,2,Pincode,403515,3277
5234,Goa,2018,2,Pincode,403509,3077
5235,Goa,2018,3,District,north goa,95307
5236,Goa,2018,3,District,south goa,58495
5237,Goa,2018,3,Pincode,403516,9997
5238,Goa,2018,3,Pincode,403001,8932
5239,Goa,2018,3,Pincode,403601,8721
5240,Goa,2018,3,Pincode,403401,8256
5241,Goa,2018,3,Pincode,403722,7084
5242,Goa,2018,3,Pincode,403802,6453
5243,Goa,2018,3,Pincode,403507,6272
5244,Goa,2018,3,Pincode,403521,4797
5245,Goa,2018,3,Pincode,403515,4153
5246,Goa,2018,3,Pincode,403801,3775
5247,Goa,2018,4,District,north goa,121001
5248,Goa,2018,4,District,south goa,74349
5249,Goa,2018,4,Pincode,403516,12486
5250,Goa,2018,4,Pincode,403001,11471
5251,Goa,2018,4,Pincode,403601,10977
5252,Goa,2018,4,Pincode,403401,10356
5253,Goa,2018,4,Pincode,403722,9148
5254,Goa,2018,4,Pincode,403802,8151
5255,Goa,2018,4,Pincode,403507,7980
5256,Goa,2018,4,Pincode,403521,6106
5257,Goa,2018,4,Pincode,403515,5194
5258,Goa,2018,4,Pincode,403509,4753
5259,Goa,2019,1,District,north goa,147802
5260,Goa,2019,1,District,south goa,90350
5261,Goa,2019,1,Pincode,403516,15021
5262,Goa,2019,1,Pincode,403001,14063
5263,Goa,2019,1,Pincode,403601,13406
5264,Goa,2019,1,Pincode,403401,12431
5265,Goa,2019,1,Pincode,403722,11012
5266,Goa,2019,1,Pincode,403802,9859
5267,Goa,2019,1,Pincode,403507,9777
5268,Goa,2019,1,Pincode,403521,7471
5269,Goa,2019,1,Pincode,403515,6247
5270,Goa,2019,1,Pincode,403512,5763
5271,Goa,2019,2,District,north goa,173002
5272,Goa,2019,2,District,south goa,105938
5273,Goa,2019,2,Pincode,403516,17020
5274,Goa,2019,2,Pincode,403001,16546
5275,Goa,2019,2,Pincode,403601,15906
5276,Goa,2019,2,Pincode,403401,14462
5277,Goa,2019,2,Pincode,403722,12443
5278,Goa,2019,2,Pincode,403802,11642
5279,Goa,2019,2,Pincode,403507,11602
5280,Goa,2019,2,Pincode,403521,8708
5281,Goa,2019,2,Pincode,403515,7164
5282,Goa,2019,2,Pincode,403512,6805
5283,Goa,2019,3,District,north goa,197361
5284,Goa,2019,3,District,south goa,119833
5285,Goa,2019,3,Pincode,403516,19191
5286,Goa,2019,3,Pincode,403001,18952
5287,Goa,2019,3,Pincode,403601,18205
5288,Goa,2019,3,Pincode,403401,16425
5289,Goa,2019,3,Pincode,403722,13795
5290,Goa,2019,3,Pincode,403507,13252
5291,Goa,2019,3,Pincode,403802,13185
5292,Goa,2019,3,Pincode,403521,10022
5293,Goa,2019,3,Pincode,403515,8059
5294,Goa,2019,3,Pincode,403512,7853
5295,Goa,2019,4,District,north goa,220385
5296,Goa,2019,4,District,south goa,133161
5297,Goa,2019,4,Pincode,403516,21230
5298,Goa,2019,4,Pincode,403001,20952
5299,Goa,2019,4,Pincode,403601,20128
5300,Goa,2019,4,Pincode,403401,18284
5301,Goa,2019,4,Pincode,403722,15231
5302,Goa,2019,4,Pincode,403507,14800
5303,Goa,2019,4,Pincode,403802,14490
5304,Goa,2019,4,Pincode,403521,11139
5305,Goa,2019,4,Pincode,403515,8917
5306,Goa,2019,4,Pincode,403512,8854
5307,Goa,2020,1,District,north goa,244309
5308,Goa,2020,1,District,south goa,147591
5309,Goa,2020,1,Pincode,403516,23160
5310,Goa,2020,1,Pincode,403001,22905
5311,Goa,2020,1,Pincode,403601,22252
5312,Goa,2020,1,Pincode,403401,20276
5313,Goa,2020,1,Pincode,403722,16611
5314,Goa,2020,1,Pincode,403507,16487
5315,Goa,2020,1,Pincode,403802,16084
5316,Goa,2020,1,Pincode,403521,12266
5317,Goa,2020,1,Pincode,403512,9989
5318,Goa,2020,1,Pincode,403515,9727
5319,Goa,2020,2,District,north goa,267533
5320,Goa,2020,2,District,south goa,163106
5321,Goa,2020,2,Pincode,403001,24693
5322,Goa,2020,2,Pincode,403601,24596
5323,Goa,2020,2,Pincode,403516,24526
5324,Goa,2020,2,Pincode,403401,22379
5325,Goa,2020,2,Pincode,403507,18333
5326,Goa,2020,2,Pincode,403722,17947
5327,Goa,2020,2,Pincode,403802,17824
5328,Goa,2020,2,Pincode,403521,13409
5329,Goa,2020,2,Pincode,403512,11037
5330,Goa,2020,2,Pincode,403515,10353
5331,Goa,2020,3,District,north goa,294195
5332,Goa,2020,3,District,south goa,180767
5333,Goa,2020,3,Pincode,403601,27208
5334,Goa,2020,3,Pincode,403001,26737
5335,Goa,2020,3,Pincode,403516,26198
5336,Goa,2020,3,Pincode,403401,24797
5337,Goa,2020,3,Pincode,403507,20441
5338,Goa,2020,3,Pincode,403802,19674
5339,Goa,2020,3,Pincode,403722,19552
5340,Goa,2020,3,Pincode,403521,14524
5341,Goa,2020,3,Pincode,403512,12307
5342,Goa,2020,3,Pincode,403515,11111
5343,Goa,2020,4,District,north goa,326479
5344,Goa,2020,4,District,south goa,201105
5345,Goa,2020,4,Pincode,403601,30363
5346,Goa,2020,4,Pincode,403001,29484
5347,Goa,2020,4,Pincode,403516,28745
5348,Goa,2020,4,Pincode,403401,27577
5349,Goa,2020,4,Pincode,403507,22919
5350,Goa,2020,4,Pincode,403802,21866
5351,Goa,2020,4,Pincode,403722,21365
5352,Goa,2020,4,Pincode,403521,16004
5353,Goa,2020,4,Pincode,403512,13802
5354,Goa,2020,4,Pincode,403515,12169
5355,Goa,2021,1,District,north goa,352593
5356,Goa,2021,1,District,south goa,217442
5357,Goa,2021,1,Pincode,403601,32812
5358,Goa,2021,1,Pincode,403001,31639
5359,Goa,2021,1,Pincode,403516,31109
5360,Goa,2021,1,Pincode,403401,29759
5361,Goa,2021,1,Pincode,403507,24789
5362,Goa,2021,1,Pincode,403802,23590
5363,Goa,2021,1,Pincode,403722,23019
5364,Goa,2021,1,Pincode,403521,17278
5365,Goa,2021,1,Pincode,403512,15009
5366,Goa,2021,1,Pincode,403515,13117
5367,Goa,2021,2,District,north goa,376703
5368,Goa,2021,2,District,south goa,232403
5369,Goa,2021,2,Pincode,403601,35016
5370,Goa,2021,2,Pincode,403001,33753
5371,Goa,2021,2,Pincode,403516,33166
5372,Goa,2021,2,Pincode,403401,31770
5373,Goa,2021,2,Pincode,403507,26546
5374,Goa,2021,2,Pincode,403802,25160
5375,Goa,2021,2,Pincode,403722,24578
5376,Goa,2021,2,Pincode,403521,18403
5377,Goa,2021,2,Pincode,403512,16035
5378,Goa,2021,2,Pincode,403515,13992
5379,Goa,2021,3,District,north goa,403952
5380,Goa,2021,3,District,south goa,249506
5381,Goa,2021,3,Pincode,403601,37507
5382,Goa,2021,3,Pincode,403001,36113
5383,Goa,2021,3,Pincode,403516,35395
5384,Goa,2021,3,Pincode,403401,34083
5385,Goa,2021,3,Pincode,403507,28444
5386,Goa,2021,3,Pincode,403802,26955
5387,Goa,2021,3,Pincode,403722,26342
5388,Goa,2021,3,Pincode,403521,19690
5389,Goa,2021,3,Pincode,403512,17249
5390,Goa,2021,3,Pincode,403515,14917
5391,Goa,2021,4,District,north goa,430814
5392,Goa,2021,4,District,south goa,266364
5393,Goa,2021,4,Pincode,403601,39985
5394,Goa,2021,4,Pincode,403001,38489
5395,Goa,2021,4,Pincode,403516,37615
5396,Goa,2021,4,Pincode,403401,36388
5397,Goa,2021,4,Pincode,403507,30339
5398,Goa,2021,4,Pincode,403802,28748
5399,Goa,2021,4,Pincode,403722,28215
5400,Goa,2021,4,Pincode,403521,20963
5401,Goa,2021,4,Pincode,403512,18476
5402,Goa,2021,4,Pincode,403515,15851
5403,Goa,2022,1,District,north goa,456250
5404,Goa,2022,1,District,south goa,282378
5405,Goa,2022,1,Pincode,403601,42284
5406,Goa,2022,1,Pincode,403001,40658
5407,Goa,2022,1,Pincode,403516,39737
5408,Goa,2022,1,Pincode,403401,38530
5409,Goa,2022,1,Pincode,403507,32152
5410,Goa,2022,1,Pincode,403802,30460
5411,Goa,2022,1,Pincode,403722,29946
5412,Goa,2022,1,Pincode,403521,22153
5413,Goa,2022,1,Pincode,403512,19621
5414,Goa,2022,1,Pincode,403515,16746
5415,Goa,2022,2,District,north goa,480353
5416,Goa,2022,2,District,south goa,297426
5417,Goa,2022,2,Pincode,403601,44524
5418,Goa,2022,2,Pincode,403001,42745
5419,Goa,2022,2,Pincode,403516,41711
5420,Goa,2022,2,Pincode,403401,40592
5421,Goa,2022,2,Pincode,403507,33849
5422,Goa,2022,2,Pincode,403802,32057
5423,Goa,2022,2,Pincode,403722,31588
5424,Goa,2022,2,Pincode,403521,23291
5425,Goa,2022,2,Pincode,403512,20688
5426,Goa,2022,2,Pincode,403515,17575
5427,Goa,2022,3,District,north goa,504946
5428,Goa,2022,3,District,south goa,312884
5429,Goa,2022,3,Pincode,403601,46781
5430,Goa,2022,3,Pincode,403001,44871
5431,Goa,2022,3,Pincode,403516,43715
5432,Goa,2022,3,Pincode,403401,42722
5433,Goa,2022,3,Pincode,403507,35584
5434,Goa,2022,3,Pincode,403802,33724
5435,Goa,2022,3,Pincode,403722,33341
5436,Goa,2022,3,Pincode,403521,24473
5437,Goa,2022,3,Pincode,403512,21788
5438,Goa,2022,3,Pincode,403515,18401
5439,Goa,2022,4,District,north goa,527826
5440,Goa,2022,4,District,south goa,327376
5441,Goa,2022,4,Pincode,403601,49007
5442,Goa,2022,4,Pincode,403001,46997
5443,Goa,2022,4,Pincode,403516,45745
5444,Goa,2022,4,Pincode,403401,44729
5445,Goa,2022,4,Pincode,403507,37261
5446,Goa,2022,4,Pincode,403802,35405
5447,Goa,2022,4,Pincode,403722,35057
5448,Goa,2022,4,Pincode,403521,25628
5449,Goa,2022,4,Pincode,403512,22733
5450,Goa,2022,4,Pincode,403515,19246
5451,Goa,2023,1,District,north goa,550554
5452,Goa,2023,1,District,south goa,341631
5453,Goa,2023,1,Pincode,403601,51090
5454,Goa,2023,1,Pincode,403001,49009
5455,Goa,2023,1,Pincode,403516,47604
5456,Goa,2023,1,Pincode,403401,46716
5457,Goa,2023,1,Pincode,403507,38878
5458,Goa,2023,1,Pincode,403802,36991
5459,Goa,2023,1,Pincode,403722,36725
5460,Goa,2023,1,Pincode,403521,26694
5461,Goa,2023,1,Pincode,403512,23734
5462,Goa,2023,1,Pincode,403515,20070
5463,Goa,2023,2,District,north goa,571111
5464,Goa,2023,2,District,south goa,354909
5465,Goa,2023,2,Pincode,403601,52926
5466,Goa,2023,2,Pincode,403001,50691
5467,Goa,2023,2,Pincode,403516,49202
5468,Goa,2023,2,Pincode,403401,48492
5469,Goa,2023,2,Pincode,403507,40331
5470,Goa,2023,2,Pincode,403802,38360
5471,Goa,2023,2,Pincode,403722,38166
5472,Goa,2023,2,Pincode,403521,27648
5473,Goa,2023,2,Pincode,403512,24698
5474,Goa,2023,2,Pincode,403515,20746
5475,Goa,2023,3,District,north goa,593176
5476,Goa,2023,3,District,south goa,368655
5477,Goa,2023,3,Pincode,403601,54900
5478,Goa,2023,3,Pincode,403001,52510
5479,Goa,2023,3,Pincode,403516,51006
5480,Goa,2023,3,Pincode,403401,50416
5481,Goa,2023,3,Pincode,403507,41891
5482,Goa,2023,3,Pincode,403802,39799
5483,Goa,2023,3,Pincode,403722,39670
5484,Goa,2023,3,Pincode,403521,28680
5485,Goa,2023,3,Pincode,403512,25682
5486,Goa,2023,3,Pincode,403515,21511
5487,Goa,2023,4,District,north goa,613836
5488,Goa,2023,4,District,south goa,382087
5489,Goa,2023,4,Pincode,403601,56885
5490,Goa,2023,4,Pincode,403001,54280
5491,Goa,2023,4,Pincode,403516,52605
5492,Goa,2023,4,Pincode,403401,52198
5493,Goa,2023,4,Pincode,403507,43282
5494,Goa,2023,4,Pincode,403802,41222
5495,Goa,2023,4,Pincode,403722,41184
5496,Goa,2023,4,Pincode,403521,29665
5497,Goa,2023,4,Pincode,403512,26680
5498,Goa,2023,4,Pincode,403515,22181
5499,Goa,2024,1,District,north goa,637677
5500,Goa,2024,1,District,south goa,397373
5501,Goa,2024,1,Pincode,403601,58940
5502,Goa,2024,1,Pincode,403001,56283
5503,Goa,2024,1,Pincode,403516,54487
5504,Goa,2024,1,Pincode,403401,54242
5505,Goa,2024,1,Pincode,403507,44989
5506,Goa,2024,1,Pincode,403722,42895
5507,Goa,2024,1,Pincode,403802,42787
5508,Goa,2024,1,Pincode,403521,30789
5509,Goa,2024,1,Pincode,403512,27736
5510,Goa,2024,1,Pincode,403515,23003
5511,Goa,2024,2,District,north goa,661408
5512,Goa,2024,2,District,south goa,412108
5513,Goa,2024,2,Pincode,403601,61101
5514,Goa,2024,2,Pincode,403001,58327
5515,Goa,2024,2,Pincode,403516,56453
5516,Goa,2024,2,Pincode,403401,56294
5517,Goa,2024,2,Pincode,403507,46652
5518,Goa,2024,2,Pincode,403722,44513
5519,Goa,2024,2,Pincode,403802,44336
5520,Goa,2024,2,Pincode,403521,31894
5521,Goa,2024,2,Pincode,403512,28792
5522,Goa,2024,2,Pincode,403515,23798
5523,Goa,2024,3,District,north goa,589892
5524,Goa,2024,3,District,south goa,524142
5525,Goa,2024,3,Pincode,403516,84080
5526,Goa,2024,3,Pincode,403601,56942
5527,Goa,2024,3,Pincode,403507,52133
5528,Goa,2024,3,Pincode,403001,51233
5529,Goa,2024,3,Pincode,403802,47824
5530,Goa,2024,3,Pincode,403401,45431
5531,Goa,2024,3,Pincode,403722,38927
5532,Goa,2024,3,Pincode,403501,30835
5533,Goa,2024,3,Pincode,403509,30835
5534,Goa,2024,3,Pincode,403512,28486
5535,Goa,2024,4,District,north goa,605009
5536,Goa,2024,4,District,south goa,538323
5537,Goa,2024,4,Pincode,403516,85822
5538,Goa,2024,4,Pincode,403601,58586
5539,Goa,2024,4,Pincode,403507,53725
5540,Goa,2024,4,Pincode,403001,52514
5541,Goa,2024,4,Pincode,403802,49057
5542,Goa,2024,4,Pincode,403401,46639
5543,Goa,2024,4,Pincode,403722,40100
5544,Goa,2024,4,Pincode,403501,31498
5545,Goa,2024,4,Pincode,403509,31432
5546,Goa,2024,4,Pincode,403512,29553
5547,Gujarat,2018,1,District,ahmadabad,572811
5548,Gujarat,2018,1,District,surat,489852
5549,Gujarat,2018,1,District,vadodara,205722
5550,Gujarat,2018,1,District,rajkot,133017
5551,Gujarat,2018,1,District,gandhinagar,118201
5552,Gujarat,2018,1,District,bharuch,101575
5553,Gujarat,2018,1,District,kachchh,97838
5554,Gujarat,2018,1,District,mahesana,97004
5555,Gujarat,2018,1,District,banas kantha,93506
5556,Gujarat,2018,1,District,bhavnagar,87683
5557,Gujarat,2018,1,Pincode,395006,72275
5558,Gujarat,2018,1,Pincode,395010,45734
5559,Gujarat,2018,1,Pincode,395004,37825
5560,Gujarat,2018,1,Pincode,382350,32292
5561,Gujarat,2018,1,Pincode,394210,31969
5562,Gujarat,2018,1,Pincode,395003,30787
5563,Gujarat,2018,1,Pincode,382481,25321
5564,Gujarat,2018,1,Pincode,395009,23628
5565,Gujarat,2018,1,Pincode,396191,22824
5566,Gujarat,2018,1,Pincode,382415,22742
5567,Gujarat,2018,2,District,ahmadabad,751746
5568,Gujarat,2018,2,District,surat,652372
5569,Gujarat,2018,2,District,vadodara,271730
5570,Gujarat,2018,2,District,rajkot,174778
5571,Gujarat,2018,2,District,gandhinagar,155539
5572,Gujarat,2018,2,District,bharuch,134500
5573,Gujarat,2018,2,District,kachchh,128064
5574,Gujarat,2018,2,District,mahesana,127614
5575,Gujarat,2018,2,District,banas kantha,125849
5576,Gujarat,2018,2,District,bhavnagar,115812
5577,Gujarat,2018,2,Pincode,395006,94500
5578,Gujarat,2018,2,Pincode,395010,60175
5579,Gujarat,2018,2,Pincode,395004,49139
5580,Gujarat,2018,2,Pincode,394210,44190
5581,Gujarat,2018,2,Pincode,382350,41644
5582,Gujarat,2018,2,Pincode,395003,40881
5583,Gujarat,2018,2,Pincode,382481,32292
5584,Gujarat,2018,2,Pincode,396191,30464
5585,Gujarat,2018,2,Pincode,395009,30378
5586,Gujarat,2018,2,Pincode,382415,29895
5587,Gujarat,2018,3,District,ahmadabad,919252
5588,Gujarat,2018,3,District,surat,808005
5589,Gujarat,2018,3,District,vadodara,335125
5590,Gujarat,2018,3,District,rajkot,215459
5591,Gujarat,2018,3,District,gandhinagar,190882
5592,Gujarat,2018,3,District,bharuch,169322
5593,Gujarat,2018,3,District,banas kantha,159591
5594,Gujarat,2018,3,District,kachchh,158762
5595,Gujarat,2018,3,District,mahesana,157274
5596,Gujarat,2018,3,District,bhavnagar,141243
5597,Gujarat,2018,3,Pincode,395006,113391
5598,Gujarat,2018,3,Pincode,395010,73560
5599,Gujarat,2018,3,Pincode,395004,58525
5600,Gujarat,2018,3,Pincode,394210,56563
5601,Gujarat,2018,3,Pincode,395003,50366
5602,Gujarat,2018,3,Pincode,382350,49974
5603,Gujarat,2018,3,Pincode,396191,38490
5604,Gujarat,2018,3,Pincode,382481,38313
5605,Gujarat,2018,3,Pincode,395009,36563
5606,Gujarat,2018,3,Pincode,382415,36510
5607,Gujarat,2018,4,District,ahmadabad,1212636
5608,Gujarat,2018,4,District,surat,998807
5609,Gujarat,2018,4,District,vadodara,421895
5610,Gujarat,2018,4,District,rajkot,260602
5611,Gujarat,2018,4,District,gandhinagar,242368
5612,Gujarat,2018,4,District,bharuch,211843
5613,Gujarat,2018,4,District,banas kantha,197774
5614,Gujarat,2018,4,District,kachchh,195295
5615,Gujarat,2018,4,District,mahesana,192493
5616,Gujarat,2018,4,District,bhavnagar,173699
5617,Gujarat,2018,4,Pincode,395006,135881
5618,Gujarat,2018,4,Pincode,395010,89595
5619,Gujarat,2018,4,Pincode,394210,71909
5620,Gujarat,2018,4,Pincode,395004,69666
5621,Gujarat,2018,4,Pincode,382350,62863
5622,Gujarat,2018,4,Pincode,395003,62164
5623,Gujarat,2018,4,Pincode,382481,50895
5624,Gujarat,2018,4,Pincode,396191,48467
5625,Gujarat,2018,4,Pincode,382415,46926
5626,Gujarat,2018,4,Pincode,395009,44962
5627,Gujarat,2019,1,District,ahmadabad,1450100
5628,Gujarat,2019,1,District,surat,1180819
5629,Gujarat,2019,1,District,vadodara,502520
5630,Gujarat,2019,1,District,rajkot,304415
5631,Gujarat,2019,1,District,gandhinagar,291858
5632,Gujarat,2019,1,District,bharuch,252826
5633,Gujarat,2019,1,District,banas kantha,239613
5634,Gujarat,2019,1,District,kachchh,231871
5635,Gujarat,2019,1,District,mahesana,230403
5636,Gujarat,2019,1,District,valsad,209477
5637,Gujarat,2019,1,Pincode,395006,157558
5638,Gujarat,2019,1,Pincode,395010,104683
5639,Gujarat,2019,1,Pincode,394210,86656
5640,Gujarat,2019,1,Pincode,395004,79826
5641,Gujarat,2019,1,Pincode,382350,74106
5642,Gujarat,2019,1,Pincode,395003,73240
5643,Gujarat,2019,1,Pincode,382481,60080
5644,Gujarat,2019,1,Pincode,396191,58289
5645,Gujarat,2019,1,Pincode,382415,56346
5646,Gujarat,2019,1,Pincode,382345,53663
5647,Gujarat,2019,2,District,ahmadabad,1656341
5648,Gujarat,2019,2,District,surat,1338584
5649,Gujarat,2019,2,District,vadodara,572031
5650,Gujarat,2019,2,District,rajkot,345178
5651,Gujarat,2019,2,District,gandhinagar,333056
5652,Gujarat,2019,2,District,bharuch,284296
5653,Gujarat,2019,2,District,banas kantha,271379
5654,Gujarat,2019,2,District,kachchh,261458
5655,Gujarat,2019,2,District,mahesana,259949
5656,Gujarat,2019,2,District,valsad,238764
5657,Gujarat,2019,2,Pincode,395006,180042
5658,Gujarat,2019,2,Pincode,395010,117410
5659,Gujarat,2019,2,Pincode,394210,99259
5660,Gujarat,2019,2,Pincode,395004,88490
5661,Gujarat,2019,2,Pincode,382350,83582
5662,Gujarat,2019,2,Pincode,395003,82557
5663,Gujarat,2019,2,Pincode,382481,67372
5664,Gujarat,2019,2,Pincode,396191,66034
5665,Gujarat,2019,2,Pincode,382415,64402
5666,Gujarat,2019,2,Pincode,382345,61531
5667,Gujarat,2019,3,District,ahmadabad,1848860
5668,Gujarat,2019,3,District,surat,1481391
5669,Gujarat,2019,3,District,vadodara,637678
5670,Gujarat,2019,3,District,rajkot,384852
5671,Gujarat,2019,3,District,gandhinagar,372464
5672,Gujarat,2019,3,District,bharuch,315856
5673,Gujarat,2019,3,District,banas kantha,301373
5674,Gujarat,2019,3,District,mahesana,286652
